"u_parent_asset.parent","u_parent_asset","u_category","name","asset_tag","serial_number","location","u_room","u_model_name","manufacturer"
"","","Microphone","C006143","C006143","A3411500147N","VIHA-NRGH-Nanaimo Regional General Hospital","","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C006144","C006144","A3411500145N","VIHA-NRGH-Nanaimo Regional General Hospital","","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C006145","C006145","A3411500155N","VIHA-NRGH-Nanaimo Regional General Hospital","","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C006456","C006456","A3481501312N","VIHA-OHC-Oceanside Health Centre","","",""
"","","Microphone","C006457","C006457","A3481501311N","VIHA-OHC-Oceanside Health Centre","","",""
"","","Microphone","C006458","C006458","A3481501309N","VIHA-OHC-Oceanside Health Centre","","",""
"","","Microphone","C006459","C006459","A3481501310N","VIHA-CDH-Cowichan District Hospital-Main Building","ED","",""
"","","Microphone","C006462","C006462","A3481501405N","VIHA-OHC-Oceanside Health Centre","","",""
"","","Microphone","C006463","C006463","A3481501407N","VIHA-OHC-Oceanside Health Centre","","",""
"","","Microphone","C006478","C006478","A3481501404N","VIHA-NRGH-Nanaimo Regional General Hospital","","",""
"","","Microphone","C006479","C006479","A3481501400N","VIHA-NRGH-Nanaimo Regional General Hospital","","",""
"","","Microphone","C006480","C006480","A0391600670N","VIHA-NRGH-Nanaimo Regional General Hospital","","",""
"","","Microphone","C006481","C006481","A0391600672N","VIHA-NRGH-Nanaimo Regional General Hospital","","",""
"","","Microphone","C006534","C006534","A3481501406N","VIHA-NRGH-Nanaimo Regional General Hospital","","",""
"","","Microphone","C006535","C006535","A3481501408N","VIHA-OHC-Oceanside Health Centre","","",""
"","","Microphone","C006606","C006606","A3481501401N","VIHA-NRGH-Nanaimo Regional General Hospital","RENAL","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C006707","C006707","A3481501398N","VIHA-NRGH-Nanaimo Regional General Hospital","","",""
"","","Microphone","C006711","C006711","A3481501399N","VIHA-NRGH-Nanaimo Regional General Hospital","OR","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C006713","C006713","A3481501393N","VIHA-NRGH-Nanaimo Regional General Hospital","Blue Area","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C006723","C006723","A3481501396N","VIHA-NRGH-Nanaimo Regional General Hospital","2052","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C006725","C006725","A3481501302N","VIHA-VGH-Victoria General Hospital","2213","",""
"","","Microphone","C006726","C006726","A3481501307N","VIHA-RJH-Royal Jubilee Hospital","WB4","",""
"","","Microphone","C006727","C006727","A3481501306N","VIHA-RJH-Royal Jubilee Hospital","WB4","",""
"","","Microphone","C006728","C006728","A3481501305N","VIHA-RJH-Royal Jubilee Hospital","WB4","",""
"","","Microphone","C006729","C006729","A3481501308N","VIHA-CICHC-Cormorant Island Community Health Centre","Acute Care","",""
"","","Microphone","C006745","C006745","A3481501301N","VIHA-NRGH-Nanaimo Regional General Hospital","1208","",""
"","","Microphone","C006768","C006768","A3481501297N","VIHA-NRGH-Nanaimo Regional General Hospital","1128H","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C006780","C006780","A3481501304N","VIHA-NRGH-Nanaimo Regional General Hospital","2166","",""
"","","Microphone","C006781","C006781","A3481501303N","VIHA-NRGH-Nanaimo Regional General Hospital","","",""
"","","Microphone","C006812","C006812","A3481501299N","VIHA-OHC-Oceanside Health Centre","","",""
"","","Microphone","C006837","C006837","A3481501283N","VIHA-NRGH-Nanaimo Regional General Hospital","Palliative","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C006860","C006860","A3481501294N","VIHA-NRGH-Nanaimo Regional General Hospital","ED HALLWAY","",""
"","","Microphone","C006868","C006868","A3481501288N","VIHA-NRGH-Nanaimo Regional General Hospital","","",""
"","","Microphone","C006869","C006869","A3481501285N","VIHA-NRGH-Nanaimo Regional General Hospital","P1020","",""
"","","Microphone","C006870","C006870","A3481501289N","VIHA-NRGH-Nanaimo Regional General Hospital","P1020","",""
"","","Microphone","C006871","C006871","A3481501281N","VIHA-NRGH-Nanaimo Regional General Hospital","P1020","",""
"","","Microphone","C006872","C006872","A3481501287N","VIHA-NRGH-Nanaimo Regional General Hospital","P1020","",""
"","","Microphone","C006874","C006874","A3481501295N","VIHA-NRGH-Nanaimo Regional General Hospital","P1020","",""
"","","Microphone","C006875","C006875","A3481501296N","VIHA-NRGH-Nanaimo Regional General Hospital","P1020","",""
"","","Microphone","C006876","C006876","A3481501286N","VIHA-NRGH-Nanaimo Regional General Hospital","P1020","",""
"","","Microphone","C006904","C006904","A3481501298N","VIHA-NRGH-Nanaimo Regional General Hospital","B224","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C007483","C007483","A15819D21985N3","VIHA-NRGH-Nanaimo Regional General Hospital","EDL\EDS","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C007486","C007486","A15819D21979N3","VIHA-NHC-Nanaimo Health Centre","Seniors","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C007488","C007488","A2541955779N9","VIHA-NRGH-Nanaimo Regional General Hospital","B004","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C007489","C007489","A2541955782N9","VIHA-NRGH-Nanaimo Regional General Hospital","B004","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C007490","C007490","A2391951835N9","VIHA-NRGH-Nanaimo Regional General Hospital","B004","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C007491","C007491","A2391951833N9","VIHA-NRGH-Nanaimo Regional General Hospital","B004","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C007492","C007492","A2141941938N9","VIHA-NRGH-Nanaimo Regional General Hospital","B004","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C007493","C007493","A2391951832N9","VIHA-NRGH-Nanaimo Regional General Hospital","B004","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C007494","C007494","A2391951830N9","VIHA-NRGH-Nanaimo Regional General Hospital","B004","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C008106","C008106","A07616D00104N9","VIHA-PHPCC-Port Hardy Primary Care Centre","","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C008107","C008107","A07616D00316N9","VIHA-PHPCC-Port Hardy Primary Care Centre","","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C008108","C008108","A07616D00111N9","VIHA-PHPCC-Port Hardy Primary Care Centre","14","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C008109","C008109","A07616D00100N9","VIHA-PHPCC-Port Hardy Primary Care Centre","","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C008110","C008110","A07616D00099N9","VIHA-PHPCC-Port Hardy Primary Care Centre","","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C008347","C008347","A3481501402N","VIHA-NRGH-Nanaimo Regional General Hospital","ED","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C008348","C008348","PSM0036336","VIHA-NRGH-Nanaimo Regional General Hospital","B022","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C008437","C008437","A15819D21999N3","VIHA-CDH-Cowichan District Hospital-Main Building","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C008438","C008438","A15819D21991N3","VIHA-CDH-Cowichan District Hospital-Main Building","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C008439","C008439","A15819D22003N3","VIHA-CDH-Cowichan District Hospital-Main Building","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C008440","C008440","A15819D21987N3","VIHA-CDH-Cowichan District Hospital-Main Building","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C008441","C008441","A15819D21983N3","VIHA-CDH-Cowichan District Hospital-Main Building","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","c008442","C008442","a15819d21995n3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","print shop","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C008950","C008950","B0722018500N9","VIHA-NRGH-Nanaimo Regional General Hospital","B028","",""
"","","Microphone","C008951","C008951","B0722018498N9","VIHA-NRGH-Nanaimo Regional General Hospital","B028","",""
"","","Microphone","C009088","C009088","A15819D21844N3","VIHA-VGH-Victoria General Hospital","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C009089","C009089","A15819D21840N3","VIHA-VGH-Victoria General Hospital","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C009090","C009090","A15819D21831N3","VIHA-VGH-Victoria General Hospital","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C009091","C009091","A15819D21819N3","VIHA-VGH-Victoria General Hospital","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C009093","C009093","A15819D21827N3","VIHA-VGH-Victoria General Hospital","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C009096","C009096","A15819D21847N3","VIHA-VGH-Victoria General Hospital","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C009097","C009097","A15819D21835N3","VIHA-VGH-Victoria General Hospital","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C009106","C009106","A0109D89028N3","VIHA-RJH-Royal Jubilee Hospital","","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C009107","C009107","A0109D89321N3","VIHA-RJH-Royal Jubilee Hospital","","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C009108","C009108","A0109D89325N3","VIHA-RJH-Royal Jubilee Hospital","","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C009109","C009109","A0109D89024N3","VIHA-RJH-Royal Jubilee Hospital","","0POWM3N9","NUANCE COMMUNICATIONS"
"","PC031816","Microphone","C009110","C009110","A0109D89032N3","VIHA-RJH-Royal Jubilee Hospital","WB3","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C009123","C009123","A15819D21848N3","VIHA-RJH-Royal Jubilee Hospital","3343","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C009124","C009124","A15719D20224N9","VIHA-VGH-Victoria General Hospital","","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C009125","C009125","A15719D20228N9","VIHA-VGH-Victoria General Hospital","","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C009128","C009128","A15819D21993N3","VIHA-VGH-Victoria General Hospital","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C009129","C009129","A15819D22002N3","VIHA-VGH-Victoria General Hospital","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C009130","C009130","A15819D21997N3","VIHA-VGH-Victoria General Hospital","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C009131","C009131","A15819D21989N3","VIHA-VGH-Victoria General Hospital","","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C009135","C009135","A15719D20232N9","VIHA-VGH-Victoria General Hospital","","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C009136","C009136","A15719D20236N9","VIHA-VGH-Victoria General Hospital","","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C009166","C009166","A3031967512N3","VIHA-VGH-Victoria General Hospital","N247","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C009167","C009167","A34518D84475N9","VIHA-SISC-South Island Surgical Centre","OR 5","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C009168","C009168","A34518D84471N9","VIHA-SISC-South Island Surgical Centre","OR 4","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C009169","C009169","A34518D84483N9","VIHA-SISC-South Island Surgical Centre","OR 3","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C009170","C009170","A34518D84495N9","VIHA-SISC-South Island Surgical Centre","OR 2","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C009201","C009201","A19919D31383N9","VIHA-RJH-Royal Jubilee Hospital","KW325","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C009202","C009202","A19919D31378N9","VIHA-RJH-Royal Jubilee Hospital","KW325","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C009203","C009203","A19919D31379N9","VIHA-RJH-Royal Jubilee Hospital","KW325","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C009663","C009663","A20619D36647N3","VIHA-VGH-Victoria General Hospital","2710","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009664","C009664","A326197448N3","VIHA-WUPCC-Westshore Urgent Primary Care Centre","105.7","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009665","C009665","A3261974482N3","VIHA-WUPCC-Westshore Urgent Primary Care Centre","105.8","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009669","C009669","A3501981167N9","","","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009670","C009670","A3501981168N9","","","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009671","C009671","A3501981169N9","","","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009672","C009672","A3501981170N9","","","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009673","C009673","A3501981171N9","","","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009674","C009674","A3501981179N9","","","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009675","C009675","A3501981165N9","","","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009676","C009676","A3501981166N9","","","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009724","C009724","A3501981157N9","VIHA-RJH-Royal Jubilee Hospital","End of Hall","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009729","C009729","A3501981158N9","VIHA-RJH-Royal Jubilee Hospital","End of hall","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009862","C009862","A2241945049N9","VIHA-JBUPCC-James Bay Urgent Primary Care Clinic","Collab","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009863","C009863","A2241945037N9","VIHA-JBUPCC-James Bay Urgent Primary Care Clinic","Collab","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009864","C009864","A2241945041N9","VIHA-JBUPCC-James Bay Urgent Primary Care Clinic","Flex","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009865","C009865","A2241945033N9","VIHA-JBUPCC-James Bay Urgent Primary Care Clinic","Collab","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009866","C009866","A2241945043N9","VIHA-JBUPCC-James Bay Urgent Primary Care Clinic","Collab","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009867","C009867","A2241945021N9","VIHA-JBUPCC-James Bay Urgent Primary Care Clinic","Collab","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009868","C009868","A2241945045N9","VIHA-JBUPCC-James Bay Urgent Primary Care Clinic","Collab","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009869","C009869","A2241945025N9","VIHA-JBUPCC-James Bay Urgent Primary Care Clinic","Flex","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009870","C009870","A2241945029N9","VIHA-JBUPCC-James Bay Urgent Primary Care Clinic","Flex","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009894","C009894","B0722017964N9","VIHA-VGH-Victoria General Hospital","2932","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C009943","C009943","A2261301025N","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC II","NUANCE COMMUNICATIONS"
"","","Microphone","C009956","C009956","B0722018521N9","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-2nd Floor","HW210 - Exam Room 3","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C009957","C009957","B0722Q18517N9","VIHA-RJH-Royal Jubilee Hospital","","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C009958","C009958","B0722018514N9","VIHA-RJH-Royal Jubilee Hospital","","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C010291","C010291","B27520D90260N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010292","C010292","B27520D90253N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010334","C010334","B1142035575N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010335","C010335","B1142035559N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010337","C010337","B3112099967N9","VIHA-VGH-Victoria General Hospital","S335","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010338","C010338","B1142035541N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010340","C010340","B3112099964N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010342","C010342","B1142035540N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010343","C010343","B1142035585N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010344","C010344","B1142035583N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010351","C010351","B1142035556N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010352","C010352","B1142035580N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010359","C010359","B3112000226N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010361","C010361","B1142035526N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010506","C010506","B3162003089N9","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-1st Floor","HW127","",""
"","","Microphone","C010507","C010507","B3182003317N9","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-1st Floor","HW127","",""
"","","Microphone","C010596","C010596","B1142035553N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010599","C010599","B1142035550N9","VIHA-VGH-Victoria General Hospital","S335","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010601","C010601","B24620D80087N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010603","C010603","B24620D80090N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010605","C010605","B3112000242N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010613","C010613","B24620D80076N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010617","C010617","B24620D80071N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010625","C010625","B3112099966N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010626","C010626","B24620D80078N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010628","C010628","B1142035528N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010859","C010859","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor","PC032607","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C010900","C010900","B01321D21886N9","VIHA-VGH-Victoria General Hospital","N336","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011582","C011582","B01321D21836N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011583","C011583","B01321D21852N9","VIHA-VGH-Victoria General Hospital","S335","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011584","C011584","B01321D21842N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011585","C011585","B01321D21839N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011586","C011586","B01321D21849N9","VIHA-VGH-Victoria General Hospital","S538","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011587","C011587","B01321D21846N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011588","C011588","B01321D21854N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011589","C011589","B01321D21843N9","VIHA-VGH-Victoria General Hospital","3304","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011590","C011590","B01321D21850N9","VIHA-VGH-Victoria General Hospital","N336","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011591","C011591","B01321D21671N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011592","C011592","B01321D21668N9","VIHA-VGH-Victoria General Hospital","N352","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011593","C011593","B01321D21851N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011594","C011594","B01321D21856N9","VIHA-VGH-Victoria General Hospital","3500","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011746","C011746","B0532130342N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011747","C011747","B0532130370N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011748","C011748","B0532130367N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011749","C011749","B0532130371N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011750","C011750","B0532130348N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011751","C011751","B0532130276N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011752","C011752","B0532130378N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011753","C011753","B0532130374N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011754","C011754","B0532130362N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011755","C011755","B0532130349N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011756","C011756","B0532130361N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011757","C011757","B0532130375N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011758","C011758","B0532130359N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011759","C011759","B0532130366N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011761","C011761","B0532130363N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C011762","C011762","B0532130354N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012040","C012040","B0532130257N9","VIHA-GRH-Gorge Road Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012041","C012041","B0532130256N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012150","C012150","A3251975577N9","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","ER","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012153","C012153","C0702138972N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012201","C012201","C0702138900N9","VIHA-GRH-Gorge Road Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012219","C012219","C0702138904N9","VIHA-NQUPCC-North Quadra Urgent and Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012220","C012220","C0702138958N9","VIHA-CDH-Cowichan District Hospital-Main Building","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012305","C012305","D2002161090N9","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor","ER","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012660","C012660","A3251975550N9","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","2217","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012766","C012766","B3152283875N9","VIHA-TLLTC-Trillium Lodge","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012779","C012779","B3642113925N9","VIHA-NMMC-Nanaimo Millstone Medical Centre","201","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012780","C012780","B3642113911N9","VIHA-NMMC-Nanaimo Millstone Medical Centre","201","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012781","C012781","B3642113921N9","VIHA-NMMC-Nanaimo Millstone Medical Centre","201","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012782","C012782","B3642113929N9","VIHA-NMMC-Nanaimo Millstone Medical Centre","201","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012816","C012816","B3152283012N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012817","C012817","B3152283866N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012818","C012818","B3152283870N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012819","C012819","B3152283887N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012820","C012820","B3152283862N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012821","C012821","B3152283878N9","VIHA-NRGH-Nanaimo Regional General Hospital","Nursing Station","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012843","C012843","BX0622303924N9","VIHA-CDH-Cowichan District Hospital-Main Building","2880","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012845","C012845","B3152280339N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","E-1143","POWERMIC","NUANCE COMMUNICATIONS"
