"u_parent_asset.parent","u_parent_asset","u_category","name","asset_tag","serial_number","location","u_room","u_model_name","manufacturer"
"","","Microphone","C015539","C015539","A3051968451N9","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-2nd Floor","RP243","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015540","C015540","D2022164023N9","VIHA-RJH-Royal Jubilee Hospital","RP236","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015541","C015541","D2022164008N9","VIHA-RJH-Royal Jubilee Hospital","RP240","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015542","C015542","D2022164051N9","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-2nd Floor","RP216","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015543","C015543","D2022164031N9","VIHA-RJH-Royal Jubilee Hospital","RP203","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015544","C015544","D2022164058N9","VIHA-RJH-Royal Jubilee Hospital","RB323","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015545","C015545","D2022163882N9","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-2nd Floor","RP245","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015546","C015546","D2022164042N9","VIHA-RJH-Royal Jubilee Hospital","RP239","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015547","C015547","D2022164046N9","VIHA-RJH-Royal Jubilee Hospital","RP222","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015548","C015548","D2022164045N9","VIHA-RJH-Royal Jubilee Hospital","RP223","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015549","C015549","D2022163878N9","VIHA-RJH-Royal Jubilee Hospital","WB 328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015550","C015550","D2022164044N9","VIHA-RJH-Royal Jubilee Hospital","DT 369","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015559","C015559","C0702141384N9","VIHA-RJH-Royal Jubilee Hospital","S135","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015565","C015565","B3482288574N9","VIHA-RJH-Royal Jubilee Hospital","WW105","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015570","C015570","B3152283051N9","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","DT324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015637","C015637","B3482288625N9","VIHA-VGH-Victoria General Hospital","2574","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015720","C015720","BX0622303790N9","VIHA-WUPCC-Westshore Urgent Primary Care Centre","104.14","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015721","C015721","B3482288661N9","VIHA-VGH-Victoria General Hospital","S329","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015924","C015924","BX27623D26755N9","VIHA-GRH-Gorge Road Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015926","C015926","B3152283033N9","VIHA-VGH-Victoria General Hospital","Hallway","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015977","C015977","B2512266807N9","VIHA-VGH-Victoria General Hospital","Main nursing hub","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015978","C015978","B3152283031N9","VIHA-VGH-Victoria General Hospital","Main nursing hub","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015984","C015984","BX27623D26872N9","VIHA-VGH-Victoria General Hospital","Main nursing hub","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015994","C015994","BX27623D26861N9","VIHA-VGH-Victoria General Hospital","Main nursing hub","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015998","C015998","D2J213904473","VIHA-VGH-Victoria General Hospital","Doc Box","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016013","C016013","BX27623D26858N9","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","DT1503","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016014","C016014","BX27623D26849N9","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","DT1503","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016015","C016015","BX27623D26853N9","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","DT1503","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016016","C016016","BX27623D26860N9","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","DT1503","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016017","C016017","BX27623D26871N9","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","DT1503","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016092","C016092","A0109D89326N3","VIHA-RJH-Royal Jubilee Hospital","WB328","0POWM3N9","NUANCE COMMUNICATIONS"
"","","Microphone","C016093","C016093","A15819D21839N3","VIHA-RJH-Royal Jubilee Hospital","DT 369","0POWM3N3","NUANCE COMMUNICATIONS"
"","","Microphone","C016095","C016095","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor","LD065868","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016097","C016097","A2071723979N9","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016099","C016099","D2022164010N9","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor","South East","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016100","C016100","BX27623D26873N9","VIHA-VGH-Victoria General Hospital","Doc Box","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016101","C016101","A2311947227N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016103","C016103","C0702141265N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016104","C016104","C0702141261N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016107","C016107","C0702141269N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016108","C016108","C0702141277N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016111","C016111","C0702141285N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016112","C016112","C0702141281N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016113","C016113","D1892158580N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016114","C016114","A3251975586N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016115","C016115","D1892158581N9","VIHA-NRGH-Nanaimo Regional General Hospital","111","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016116","C016116","D1892158584N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016117","C016117","D1892158583N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016118","C016118","A34518D84470N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016119","C016119","A34518D84466N9","VIHA-RJH-Royal Jubilee Hospital","N345","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016120","C016120","A3571984383N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016121","C016121","D1892158579N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016122","C016122","A3571984382N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016123","C016123","A3251975592N9","VIHA-RJH-Royal Jubilee Hospital","N403 Collab Area","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016124","C016124","A3251975588N9","VIHA-RJH-Royal Jubilee Hospital","S303B ","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016125","C016125","A3251975594N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016126","C016126","A3251975590N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016127","C016127","D1892158582N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016128","C016128","A3251975600N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016129","C016129","A3251975596N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016130","C016130","A3251975608N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016131","C016131","A3251975604N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016132","C016132","A3251975612N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016133","C016133","A2311947226N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016134","C016134","A2311947204N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016135","C016135","C0702141374N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016136","C016136","C0702141370N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016137","C016137","C0702141366N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016138","C016138","C0702141362N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016139","C016139","C0702141358N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016140","C016140","C0702141354N9","VIHA-RJH-Royal Jubilee Hospital","WB227","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016141","C016141","A3051968510N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016142","C016142","A3051968514N9","VIHA-RJH-Royal Jubilee Hospital","PES Office","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016143","C016143","C0702141382N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016144","C016144","C0702141378N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016145","C016145","A33118D81443N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016146","C016146","A33118D81439N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016194","C016194","A01119D89743N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016195","C016195","A3051968473N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016196","C016196","A3051968455N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016197","C016197","A33118D81455N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016198","C016198","A33118D81451N9","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","3 NORTH","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016199","C016199","A3051968458N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016200","C016200","A3051968456N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016201","C016201","A3051968452N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016202","C016202","A3051968448N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016203","C016203","A3051968450N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016204","C016204","A3051968446N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016205","C016205","A3051968474N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016206","C016206","A3051968470N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016207","C016207","A3051968466N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016208","C016208","A01119D89731N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016209","C016209","A01119D89739N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016210","C016210","A33118D81427N9","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor","DT2100 - On Call Exam","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016211","C016211","A01119D89726N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016212","C016212","A01119D89729N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016213","C016213","A01119D89732N9","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor","DT2110","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016214","C016214","A01119D89715N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016215","C016215","A01119D89722N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016216","C016216","A01119D89718N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016217","C016217","A01119D89712N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016218","C016218","A01119D89714N9","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-2nd Floor","RP219","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016219","C016219","A01119D89742N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016220","C016220","A01119D89724N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016221","C016221","A33118D81435N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016222","C016222","A33118D81431N9","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","2712 -Treatment Room 3","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016223","C016223","A33118D81447N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016224","C016224","A3051968462N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016225","C016225","A01119D89737N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016226","C016226","A3051968459N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016227","C016227","A01119D89713N9","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor","DT2108 - Angio Room","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016228","C016228","A01119D89717N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016229","C016229","A01119D89734N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016230","C016230","A01119D89719N9","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-2nd Floor","RP248","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016231","C016231","A01119D89733N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016232","C016232","A3051968463N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016233","C016233","A01119D89720N9","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-1st Floor","KW165","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016234","C016234","A01119D89716N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016284","C016284","D2002161178N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016287","C016287","C0702138381N9","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-2nd Floor","RP210 - EEG1","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016288","C016288","C0702138382N9","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-2nd Floor","RP223","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016289","C016289","C0702138383N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016290","C016290","C0702138384N9","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","DT1784 -Main NS","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016291","C016291","C0702138401N9","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","2704B - Treatment Room 2","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016292","C016292","C0702138402N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016293","C016293","C0702138403N9","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","2915 - Neuropsychology","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016294","C016294","C0702138404N9","VIHA-RJH-Royal Jubilee Hospital-Royal Block-4th Floor","RB439","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016295","C016295","C0702138405N9","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-1st Floor","HW110","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016296","C016296","C0702138406N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016297","C016297","C0702138407N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016298","C016298","C0702138408N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016299","C016299","D2002161182N9","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-2nd Floor","HW207 - Exam Room 1","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016300","C016300","D2002161156N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016301","C016301","D2002161184N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016302","C016302","D2002161180N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016303","C016303","D2002161176N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016304","C016304","D2002161172N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016305","C016305","D2002161169N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016306","C016306","D2022164061N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016307","C016307","D2022164060N9","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-3rd Floor","HW326 - Doctor's Office","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016308","C016308","D2002161155N9","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor","N705","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016309","C016309","D2022164059N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016310","C016310","D2002161100N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016311","C016311","D2002161096N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016312","C016312","C0702138379N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016313","C016313","C0702138377N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016314","C016314","C0702138387N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016315","C016315","C0702138388N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016316","C016316","C0702138393N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016317","C016317","C0702138394N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016318","C016318","C0702138386N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016319","C016319","C0702138389N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016320","C016320","C0702138395N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016321","C016321","C0702138396N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016322","C016322","C0702138397N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016323","C016323","C0702138398N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016324","C016324","D2002161170N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016325","C016325","D2002161092N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016377","C016377","D2002161104N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016378","C016378","D2002161168N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016379","C016379","D2002161163N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016380","C016380","D2002161153N9","VIHA-RJH-Royal Jubilee Hospital","Collab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016381","C016381","D2002161159N9","VIHA-RJH-Royal Jubilee Hospital","Collab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016382","C016382","D2002161181N9","VIHA-RJH-Royal Jubilee Hospital","Collab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016383","C016383","D2002161177N9","VIHA-RJH-Royal Jubilee Hospital","Collab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016384","C016384","D2002161167N9","VIHA-RJH-Royal Jubilee Hospital","Collab  403","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016385","C016385","D2002161173N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016386","C016386","D2002161165N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016387","C016387","D2002161161N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016388","C016388","D2002161157N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016389","C016389","D2022164064N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016390","C016390","D2002161174N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016391","C016391","D2022164063N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016392","C016392","D2022164062N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016393","C016393","D2002161171N9","VIHA-RJH-Royal Jubilee Hospital","Collab 403","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016394","C016394","D2002161166N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016395","C016395","D2002161162N9","VIHA-RJH-Royal Jubilee Hospital","Collab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016396","C016396","D2002161158N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016397","C016397","D2002161154N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016398","C016398","D2002161164N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
