"name","u_keywords","location","u_floor","u_room","model_id","u_department_location","asset_tag","u_building","u_last_rounded_date","serial_number","assignment_group","cost_center","comments","short_description","u_hot_spare","os","install_status","department","u_device_rounding","sys_updated_on","po_number","u_category","u_scheduled_retirement","u_last_scanned_date","u_special_handle","os_version"
"AO000487","","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","2nd Floor","2418","TANGENT MEDIX 22B V9","VGH OR/Anaesthetic Services","HSS-8093429","Main Building","","C23A03M122","NTT-Deskside Services-VictoriaGen-Staffed","10.71.260200000","","","false","Windows 11 Enterprise","Operational","VGH Operating Room","Mobile Cart","08/12/2025 21:04:09","VIHATRP20250512-008","All-in-One","04/30/2028","08/11/2025","","10.0.22631"
"AO000488","","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor","","S4B Hallway","Tangent MEDIX 22B V2","","HSS-8093368","","","C23A03M010","NTT-Deskside Services-VictoriaGen-Staffed","08.71.210103800","","","false","Windows 11 Enterprise","Operational","RJH 5S General Medicine","Mobile Cart","07/03/2025 14:53:54","ISLHTRP20250505-012","All-in-One","04/30/2028","06/23/2025","","10.0.22631"
"AO000489","","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","5th Floor","5N","TANGENT MEDIX 22B V9","5 North Nursing","HSS-8094408","Main Building","","C24223M162","NTT-Deskside Services-VictoriaGen-Staffed","10.71.280100000","","","false","Windows 11 Enterprise","Operational","VGH 5 North Nursing","","08/12/2025 21:06:18","ISLHTRP20250714-064","All-in-One","","08/11/2025","","10.0.22631"
"AO000490","","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","2nd Floor","2307","TANGENT MEDIX 22B V9","VGH PACU/SDC","HSS-8093431","Main Building","","C23A03M132","NTT-Deskside Services-VictoriaGen-Staffed","10.71.220101600","","","false","Windows 11 Enterprise","Operational","VGH Surgical Day Care","Mobile Cart","07/03/2025 14:54:04","VIHATRP20250512-010","All-in-One","04/30/2028","06/23/2025","","10.0.22631"
"AO000491","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","3rd Floor","PACU","Tangent MEDIX 22B V2","VGH PACU/SDC","HSS-8093275","Main Building","","C23A03M073","NTT-Deskside Services-VictoriaGen-Staffed","10.71.220101600","","","false","Windows 11 Enterprise","Operational","VGH Surgical Day Care","Mobile Cart","07/03/2025 14:53:59","ISLHTRP20250428-020","All-in-One","04/30/2028","06/23/2025","","10.0.22631"
"AO000492","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1st Floor","EMERG","TANGENT MEDIX 22B V9","EMERG","HSS-8093437","D&T","","C23A03M058","NTT-Deskside Services-RoyalJubilee-Staffed","10.71.240500000","","","false","Windows 11 Enterprise","Operational","VGH Neonatal Intensive Care","Mobile Cart","08/10/2025 21:32:24","VIHATRP20250512-016","All-in-One","04/30/2028","08/09/2025","","10.0.22631"
"AO000493","","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","","S6B (Hallway) - Used by Neurosciences Staff","TANGENT MEDIX 22B V9","","HSS-8093423","","","C23A03M120","NTT-Deskside Services-VictoriaGen-Staffed","10.71.350451100","","","false","Windows 11 Enterprise","Operational","VGH Stroke Rapid Assessment","Mobile Cart","08/10/2025 21:13:08","VIHATRP20250512-002","All-in-One","04/30/2028","08/09/2025","","10.0.22631"
"AO000494","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","3rd Floor","S358 Green Room","Tangent MEDIX 22B V2","CYF Perinatal SI","HSS-8093267","South tower","06/20/2025","C23A03M110","NTT-Deskside Services-VictoriaGen-Staffed","10.71.250200000","","","false","Windows 11 Enterprise","Operational","VGH LDR/Antepartum","General Rounding","08/11/2025 21:03:55","ISLHTRP20250428-012","All-in-One","04/30/2028","08/10/2025","","10.0.22631"
"AO000495","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","3rd Floor","ICU","Tangent MEDIX 22B V2","VGH Adult ICU and HAU","HSS-8093284","Main Building","","C23A03M078","NTT-Deskside Services-VictoriaGen-Staffed","10.71.240300600","","","false","Windows 11 Enterprise","Operational","VGH High Acuity Unit","Mobile Cart","08/10/2025 21:31:14","ISLHTRP20250428-029","All-in-One","04/30/2028","08/09/2025","","10.0.22631"
"AO000496","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","3rd Floor","S343","TANGENT MEDIX 22B V9","CYF Perinatal SI","HSS-8093439","South tower","06/20/2025","C23A03M097","NTT-Deskside Services-VictoriaGen-Staffed","10.71.250200000","","","false","Windows 11 Enterprise","Operational","VGH LDR/Antepartum","General Rounding","08/10/2025 21:16:10","VIHATRP20250512-018","All-in-One","04/30/2028","08/09/2025","","10.0.22631"
"AO000497","","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","2nd Floor","2307","TANGENT MEDIX 22B V9","VGH PACU/SDC","HSS-8093433","Main Building","","C23A03M148","NTT-Deskside Services-VictoriaGen-Staffed","10.71.220101600","","","false","Windows 11 Enterprise","Operational","VGH Surgical Day Care","Mobile Cart","07/03/2025 14:54:06","VIHATRP20250512-012","All-in-One","04/30/2028","06/23/2025","","10.0.22631"
"AO000498","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","3","PACU","Tangent MEDIX 22B V2","SDC","HSS-8093274","Main Building","06/17/2025","C23A03M112","NTT-Deskside Services-VictoriaGen-Staffed","10.71.220101600","","","false","Windows 11 Enterprise","Operational","VGH Surgical Day Care","General Rounding","08/13/2025 21:22:58","ISLHTRP20250428-019","All-in-One","04/30/2028","08/12/2025","","10.0.22631"
"AO000499","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","3rd Floor","S335","Tangent MEDIX 22B V2","CYF Perinatal SI","HSS-8093261","sa","06/20/2025","C23A03M114","NTT-Deskside Services-VictoriaGen-Staffed","10.71.250200000","","","false","Windows 11 Enterprise","Operational","VGH LDR/Antepartum","General Rounding","07/08/2025 22:29:57","ISLHTRP20250428-006","All-in-One","04/30/2028","07/05/2025","","10.0.22631"
"AO000500","","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor","4th Floor","N4C Hallway","TANGENT MEDIX 22B V9","CYF Acute SI","HSS-8093452","Main Building","","C23A03M123","NTT-Deskside Services-VictoriaGen-Staffed","10.71.270000000","","","false","Windows 11 Enterprise","Operational","VGH Paediatric I/P Unit","Mobile Cart","08/11/2025 21:00:56","VIHATRP20250512-031","All-in-One","04/30/2028","08/10/2025","","10.0.22631"
"AO000501","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","","PACU","Tangent MEDIX 22B V2","","HSS-8093278","","","C23A03M075","NTT-Deskside Services-VictoriaGen-Staffed","10.71.220101600","","","false","Windows 11 Enterprise","Operational","VGH Surgical Day Care","Mobile Cart","08/11/2025 21:00:35","ISLHTRP20250428-023","All-in-One","04/30/2028","08/10/2025","","10.0.22631"
"AO000502","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","3rd Floor","PACU","TANGENT MEDIX 22B V9","VGH PACU/SDC","HSS-8093445","Main Building","06/21/2025","C23A03M146","NTT-Deskside Services-VictoriaGen-Staffed","10.71.220101600","","","false","Windows 11 Enterprise","Operational","VGH Surgical Day Care","Mobile Cart","08/09/2025 22:11:38","VIHATRP20250512-024","All-in-One","04/30/2028","08/09/2025","","10.0.22631"
"AO000503","","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor","4","N4D Hallway","TANGENT MEDIX 22B V9","Paediatric I/P Unit","HSS-8093874","North tower","07/04/2025","C24102M057","NTT-Deskside Services-VictoriaGen-Staffed","10.71.270000000","","","false","Windows 11 Enterprise","Operational","VGH Paediatric I/P Unit","General Rounding","08/09/2025 21:39:45","ISLHTRP20250616-037","All-in-One","05/31/2028","08/08/2025","","10.0.22631"
"AO000504","","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","2nd Floor","Control room","TANGENT MEDIX 22B V9","RJH/Regional Laboratory","HSS-8093428","Main Building","","C23A03M131","NTT-Deskside Services-VictoriaGen-Staffed","12.71.410450000","","","false","Windows 11 Enterprise","Operational","RJH Lab Microbiology","Mobile Cart","08/14/2025 21:00:50","VIHATRP20250512-007","All-in-One","04/30/2028","08/13/2025","","10.0.22631"
"AO000505","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","3rd Floor","PACU","Tangent MEDIX 22B V2","VGH PACU/SDC","HSS-8093442","Main Building","","C23A03M012","NTT-Deskside Services-VictoriaGen-Staffed","10.71.220101600","","","false","Windows 11 Enterprise","Operational","VGH Surgical Day Care","Mobile Cart","08/09/2025 21:39:17","VIHATRP20250512-021","All-in-One","04/30/2028","08/08/2025","","10.0.22631"
"AO000506","","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor","4","N4D Nursing Station","TANGENT MEDIX 22B V9","Paediatric I/P Unit","HSS-8093872","North tower","07/04/2025","C24102M124","NTT-Deskside Services-VictoriaGen-Staffed","10.71.270000000","","","false","Windows 11 Enterprise","Operational","VGH Paediatric I/P Unit","General Rounding","08/10/2025 21:30:43","ISLHTRP20250616-035","All-in-One","05/31/2028","08/09/2025","","10.0.22631"
"AO000507","","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor","4th Floor","N4C Hallway","Tangent MEDIX 22B V2","CYF Acute SI","HSS-8093448","Main Building","","C23A03M020","NTT-Deskside Services-VictoriaGen-Staffed","10.71.270000000","","","false","Windows 11 Enterprise","Operational","VGH Paediatric I/P Unit","Mobile Cart","08/09/2025 21:36:40","VIHATRP20250512-027","All-in-One","04/30/2028","08/08/2025","","10.0.22631"
"AO000508","","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor","4","N4C Hallway","TANGENT MEDIX 22B V9","CYF Acute SI","HSS-8093450","North tower","07/10/2025","C23A03M095","NTT-Deskside Services-VictoriaGen-Staffed","10.71.270000000","","","false","Windows 11 Enterprise","Operational","VGH Paediatric I/P Unit","General Rounding","08/10/2025 21:15:15","VIHATRP20250512-029","All-in-One","04/30/2028","08/09/2025","","10.0.22631"
"AO000509","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","3rd Floor","PACU","Tangent MEDIX 22B V2","VGH PACU/SDC","HSS-8093441","Main Building","06/21/2025","C23A03M093","NTT-Deskside Services-VictoriaGen-Staffed","10.71.220101600","","","false","Windows 11 Enterprise","Operational","VGH Surgical Day Care","Mobile Cart","08/10/2025 21:31:38","VIHATRP20250512-020","All-in-One","04/30/2028","08/09/2025","","10.0.22631"
"AO000510","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","3rd Floor","Nursing Station area","Tangent MEDIX 22B V2","CYF Perinatal SI","HSS-8093265","Main Building","07/29/2025","C23A03M111","NTT-Deskside Services-VictoriaGen-Staffed","10.71.250200000","","","false","Windows 11 Enterprise","Operational","VGH LDR/Antepartum","Mobile Cart","08/04/2025 21:56:02","ISLHTRP20250428-010","All-in-One","04/30/2028","08/03/2025","","10.0.22631"
"AO000511","","VIHA-VHU-Victoria Health Unit-Main Building-1st Floor","1","Multipurpose","Tangent MEDIX 22B V5","","HSS-8075080","Main Building","01/28/2024","C23106M022","NTT-Deskside Services-RoyalJubilee-Local","75.71.505101900","","","false","Microsoft Windows 10 Enterprise","Operational","PHS Public Hlth Nrsg Victoria","Mobile Cart","03/16/2025 10:03:16","VIHATRP20230612-008","All-in-One","07/31/2026","11/23/2024","",""
"AO000512","","VIHA-VHU-Victoria Health Unit-Main Building-1st Floor","1","Multipurpose Room","Tangent MEDIX 22B V5","","HSS-8075087","Main Building","01/28/2024","C23106M030","NTT-Deskside Services-RoyalJubilee-Local","75.71.505101900","","","false","Microsoft Windows 10 Enterprise","Operational","PHS Public Hlth Nrsg Victoria","Mobile Cart","03/16/2025 10:03:16","VIHATRP20230612-016","All-in-One","07/31/2026","11/23/2024","",""
"AO000513","","VIHA-PHU-Peninsula Health Unit-Main Building-1st Floor","1","130","Tangent MEDIX T22B V7","COVID Vaccin Clinic","C009649","PHU","07/07/2025","C19C14M202","NTT-Deskside Services-RoyalJubilee-Local","90.71.125400700","Clinic operating only once a week on Wednesday.","IMC","false","Microsoft Windows 10 Enterprise","Operational","COV IHealth Devices","Mobile Cart","07/07/2025 14:17:59","Lease Information Extract - HPFS Tangent","All-in-One","03/31/2023","12/18/2024","",""
"AO000514","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor","4","N445","Tangent MEDIX 22B V5","PCC 4NW","HSS-8074371","PCC","08/01/2025","C23106M078","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210850400","","","false","Windows 11 Enterprise","Operational","RJH MAU & Kidney Care 4S","Mobile Cart","08/10/2025 21:03:25","VIHATRP20230515-031","All-in-One","07/31/2026","08/09/2025","","10.0.22631"
"AO000516","","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor","1","Cedar Hall","Tangent MEDIX 22B V5","","HSS-8074016","Main Building","03/26/2025","C23202M069","NTT-Deskside Services-Nanaimo-Staffed","15.71.295200100","","","false","Windows 11 Enterprise","Operational","DPR Dufferin Place","Mobile Cart","08/09/2025 21:31:53","VIHATRP20230501-008","All-in-One","07/31/2026","08/08/2025","","10.0.22631"
"AO000517","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","2","Hallway","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","PACU","HSS-8078507","Main Building","07/12/2025","C23719M082","NTT-Deskside Services-Nanaimo-Staffed","13.71.305002700","","","false","Windows 11 Enterprise","Operational","ACC Clinical Ops NRGH Adm","Mobile Cart","08/10/2025 21:28:42","VIHATRP20230918-095","All-in-One","10/31/2027","08/09/2025","","10.0.22631"
"AO000518","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor","8","S845 - West","Tangent MEDIX 22B V5","Oncology - Palliative Care","HSS-8073902","Patient Care Center","06/27/2025","C23202M160","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210103400","","","false","Windows 11 Enterprise","Operational","RJH 5N","Mobile Cart","08/10/2025 21:24:32","VIHATRP20230424-079","All-in-One","07/31/2026","08/09/2025","","10.0.22631"
"AO000519","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor","7","N745","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","General Surgery - Thoracics","HSS-8078355","Patient Care Center","08/05/2025","C23719M018","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.220100200","","","false","Windows 11 Enterprise","Operational","RJH Gen Surg & Telemetry 7N","Mobile Cart","08/10/2025 21:30:09","VIHATRP20230911-105","All-in-One","10/31/2027","08/09/2025","","10.0.22631"
"AO000520","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor","6","N645","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Restorative Health Unit","HSS-8078348","Patient Care Center","05/20/2025","C23719M036","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.280100700","","","false","Windows 11 Enterprise","Operational","RJH Rehab & Activation Care 6N","Mobile Cart","08/11/2025 21:06:09","VIHATRP20230911-098","All-in-One","10/31/2027","08/10/2025","","10.0.22631"
"AO000521","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor","8","N845 - West","Tangent MEDIX 22B V5","Lung Health - General Medicine","HSS-8076214","Patient Care Center","07/08/2025","C23106M156","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210101000","","","false","Windows 11 Enterprise","Operational","RJH Gen Med & Lung Health 8N","General Rounding","08/09/2025 21:33:01","VIHATRP20230710-117","All-in-One","09/30/2027","08/08/2025","","10.0.22631"
"AO000522","","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","2","N211","Tangent MEDIX 22B V5","CFAU","HSS-8073398","North tower","06/16/2025","C23202M135","NTT-Deskside Services-VictoriaGen-Staffed","10.71.532050100","","","false","Windows 11 Enterprise","Operational","VGH Perinatal Ambulat Clinic","General Rounding","08/09/2025 21:38:38","VIHATRP20230403-042","All-in-One","05/31/2026","08/08/2025","","10.0.22631"
"AO000523","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor","7","N745","Tangent MEDIX 22B V5","Heart Health - High Acuity Unit","HSS-8074355","Patient Care Center","07/30/2025","C23106M018","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.240300000","","","false","Windows 11 Enterprise","Operational","RJH ICU","General Rounding","08/10/2025 21:32:29","VIHATRP20230515-015","All-in-One","07/31/2026","08/09/2025","","10.0.22631"
"AO000524","","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","2","SDC","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","SDC","HSS-8078295","Main Building","06/17/2025","C23719M147","NTT-Deskside Services-VictoriaGen-Staffed","10.71.220101600","","","false","Windows 11 Enterprise","Operational","VGH Surgical Day Care","General Rounding","08/11/2025 21:08:22","VIHATRP20230911-044","All-in-One","10/31/2027","08/09/2025","","10.0.22631"
"AO000525","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","DT1326","Tangent MEDIX T22B V7","Emergency Department","C009767","D&T","08/10/2025","C19C14M229","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125400700","","","false","Windows 10 Enterprise","Operational","COV IHealth Devices","Mobile Cart","08/10/2025 10:27:47","Lease Information Extract - HPFS Tangent","All-in-One","03/31/2023","07/26/2025","Installed on cart C003964","10.0.19045"
"AO000526","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","G","hiru - Hallway","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Rehab","HSS-8082607","Main Building","07/18/2025","C23801M017","NTT-Deskside Services-Nanaimo-Staffed","13.71.305002700","","","false","Windows 11 Enterprise","Operational","ACC Clinical Ops NRGH Adm","Mobile Cart","08/10/2025 06:30:30","VIHATRP20240122-061","All-in-One","03/31/2028","08/08/2025","","10.0.22631"
"AO000528","","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","2","Surgical Daycare","Tangent MEDIX 22B V5","SDC","HSS-8073400","Main Building","06/17/2025","C23202M132","NTT-Deskside Services-VictoriaGen-Staffed","10.71.220101600","","","false","Windows 11 Enterprise","Operational","VGH Surgical Day Care","General Rounding","08/10/2025 21:04:29","VIHATRP20230403-044","All-in-One","05/31/2026","08/09/2025","","10.0.22631"
"AO000530","","VIHA-GLEN-Glengarry Hospital-Main Building-3rd Floor","3","Hallway","Tangent MEDIX T22B V7","Covid Vaccination Clinic","C009768","Glengary","12/14/2024","C19C14M253","NTT-Deskside Services-RoyalJubilee-Local","90.71.125400700","","","false","Microsoft Windows 10 Enterprise","Operational","COV IHealth Devices","Mobile Cart","04/17/2025 21:21:04","Lease Information Extract - HPFS Tangent","All-in-One","03/31/2023","04/16/2025","",""
"AO000533","","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor","5th Floor","PACU","TANGENT MEDIX 22B V9","SI Surg Centre OR","HSS-8094864","Eagle Creek Village Building 7","","C24223M065","NTT-Deskside Services-VictoriaGen-Local","VR.71.260200000","","","false","Windows 11 Enterprise","Operational","VRS SI Surg Centre OR","Mobile Cart","08/14/2025 08:48:57","ISLHTRP20250811-010","All-in-One","","08/12/2025","","10.0.22631"
"AO000535","","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor","5th Floor","PACU","TANGENT MEDIX 22B V9","SI Surg Centre OR","HSS-8094863","Eagle Creek Village Building 7","","C24223M100","NTT-Deskside Services-VictoriaGen-Local","VR.71.260200000","","","false","Windows 11 Enterprise","Operational","VRS SI Surg Centre OR","Mobile Cart","08/14/2025 08:50:02","ISLHTRP20250811-013","All-in-One","","08/12/2025","","10.0.22631"
"AO000536","","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor","5th Floor","PACU Area- BIOmed","TANGENT MEDIX 22B V9","SI Surg Centre OR","HSS-8094861","Eagle Creek Village Building 7","","C24223M098","NTT-Deskside Services-VictoriaGen-Local","VR.71.260200000","","","false","Windows 11 Enterprise","Operational","VRS SI Surg Centre OR","Mobile Cart","08/13/2025 21:32:14","ISLHTRP20250811-011","All-in-One","","08/12/2025","","10.0.22631"
"AO000537","","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor","5th Floor","OR #1","TANGENT MEDIX 22B V9","SI Surg Centre OR","HSS-8094865","Eagle Creek Village Building 7","","C24223M091","NTT-Deskside Services-VictoriaGen-Local","VR.71.260200000","","","false","Windows 11 Enterprise","Operational","VRS SI Surg Centre OR","Mobile Cart","08/14/2025 08:46:11","ISLHTRP20250811-012","All-in-One","","08/12/2025","","10.0.22631"
"AO000538","","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor","2nd Floor","PACU","TANGENT MEDIX 22B V9","Post Anaesthetic Care Unit","HSS-8094390","Main Building","","C24223M144","NTT-Deskside Services-VictoriaGen-Local","10.71.265200000","","","false","Windows 11 Enterprise","Operational","VGH Post Anaesthetic Care Unit","Mobile Cart","08/13/2025 21:33:27","ISLHTRP20250714-045","All-in-One","","08/12/2025","","10.0.22631"
"AO000545","","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor","5","OR 2","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","SISC","HSS-8078256","Main building","10/11/2024","C23719M199","NTT-Deskside Services-VictoriaGen-Local","84.71.305001800","","","false","Windows 11 Enterprise","Operational","RJH Surg Svcs Strategic Implem","General Rounding","08/09/2025 21:42:14","VIHATRP20230911-007","All-in-One","10/31/2027","08/08/2025","","10.0.22631"
"AO000552","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B","B004","Tangent MEDIX T22B V3","(TBD)","","Main Building","05/02/2024","C20130M212","NTT-Deskside Services-Nanaimo-Staffed","90.71.125400700","","","false","Windows 11 Enterprise","Operational","COV IHealth Devices","Mobile Cart","07/10/2025 21:47:19","Lease Information Extract - HPFS Tangent","All-in-One","03/31/2023","07/09/2025","","10.0.22631"
"AO000559","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","3","Unit Clerk Desk","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","CVU","HSS-8078320","Diagnostic & Treatment","08/01/2025","C23719M051","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.240450000","","","false","Windows 11 Enterprise","Operational","RJH CCU D&T 3","Mobile Cart","08/09/2025 21:38:04","VIHATRP20230911-070","All-in-One","10/31/2027","08/08/2025","","10.0.22631"
"AO000560","","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor","5","Endoscopy 2","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","SISC","HSS-8078254","Main building","10/11/2024","C23719M195","NTT-Deskside Services-VictoriaGen-Local","84.71.305001800","","","false","Windows 11 Enterprise","Operational","RJH Surg Svcs Strategic Implem","Mobile Cart","08/10/2025 21:23:35","VIHATRP20230911-005","All-in-One","10/31/2027","08/09/2025","","10.0.22631"
"AO000564","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","2nd Floor","Hallway","Tangent MEDIX 22B V2","NRG ALC Courtyard Overflow","HSS-8087022","Main Building","08/10/2025","C23801M154","NTT-Deskside Services-Nanaimo-Staffed","13.71.305002700","","","false","Windows 11 Enterprise","Operational","ACC Clinical Ops NRGH Adm","Mobile Cart","08/10/2025 10:07:58","VIHATRP20240527-071","All-in-One","03/31/2028","07/30/2025","","10.0.22631"
"AO000565","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B1","alc - Hallway","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","","HSS-8082655","Main Building","","C23719M095","NTT-Deskside Services-Nanaimo-Staffed","13.71.305002700","","","false","Windows 11 Enterprise","Operational","ACC Clinical Ops NRGH Adm","Mobile Cart","08/10/2025 06:30:34","VIHATRP20240122-109","All-in-One","03/31/2028","08/08/2025","","10.0.22631"
"AO000566","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","3","S385","Tangent MEDIX 22B V5","PCC 3SE","HSS-8074363","PCC","07/19/2025","C23106M072","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210402200","","","false","Windows 11 Enterprise","Operational","RJH Med Card & Gen Med 3S","Mobile Cart","08/09/2025 21:50:46","VIHATRP20230515-023","All-in-One","07/31/2026","08/08/2025","","10.0.22631"
"AO000567","","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor","5","MDRD","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","SISC","HSS-8078255","Main building","10/11/2024","C23719M197","NTT-Deskside Services-VictoriaGen-Local","84.71.305001800","","","false","Windows 11 Enterprise","Operational","RJH Surg Svcs Strategic Implem","General Rounding","08/09/2025 22:13:24","VIHATRP20230911-006","All-in-One","10/31/2027","08/09/2025","","10.0.22631"
"AO000570","","VIHA-DPRC-Dufferin Place (NRGH)-Main Building","1st Floor","","Tangent MEDIX 22B V2","LTC VIHA Admin - CI","HSS-8084075","Main Building","","C23801M145","NTT-Deskside Services-Nanaimo-Staffed","97.71.505012400","","","false","Windows 11 Enterprise","Operational","RCC LTC VIHA Admin - CI","Mobile Cart","08/10/2025 21:34:01","VIHATRP20240304-068","All-in-One","03/31/2028","08/09/2025","","10.0.22631"
"AO000578","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","2","OR9","Tangent MEDIX 22B V5","Surgical Services","HSS-8078112","Main Building","07/27/2025","C23106M126","NTT-Deskside Services-Nanaimo-Staffed","13.71.305002700","","HSS-8078112 - Tangent Tangent Medix 22b - Battery Powered Medical Grade","false","Windows 11 Enterprise","Operational","ACC Clinical Ops NRGH Adm","Mobile Cart","08/10/2025 21:03:15","VIHATRP20230904-047","All-in-One","10/31/2027","08/09/2025","","10.0.22631"
"AO000580TRP","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","5","DT5950","Tangent MEDIX 22B V5","ICU","HSS-8074358","Diagnostic & Treatment","04/30/2024","C23106M019","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.240300000","","","false","Windows 10 Enterprise","Operational","RJH ICU","Mobile Cart","08/09/2025 22:01:01","VIHATRP20230515-018","All-in-One","07/31/2026","08/08/2025","","10.0.19045"
"AO000582","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor","4","S445","Tangent MEDIX 22B V5","PCC 4SW","HSS-8074360","PCC","06/15/2025","C23106M084","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210850400","","","false","Windows 11 Enterprise","Operational","RJH MAU & Kidney Care 4S","Mobile Cart","08/09/2025 21:52:05","VIHATRP20230515-020","All-in-One","07/31/2026","08/08/2025","","10.0.22631"
"AO000584","","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor","Ground Floor","Hallway - OR1","Tangent MEDIX 22B V12","Recruitment Team B","HSS-8088688","Ambulatory","08/06/2025","C24529M142","NTT-Deskside Services-Nanaimo-Staffed","90.71.120252900","","","false","Windows 11 Enterprise","Operational","COV Recruit NIsl&ComServ","Mobile Cart","08/12/2025 21:06:05","VIHATRP20240722-059","Desktop","08/31/2028","08/11/2025","","10.0.22631"
"AO000585","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","3","Hallway","Tangent MEDIX 22B V5","General Medical and Surgical","HSS-8073729","Tower","08/09/2025","C23202M111","NTT-Deskside Services-Nanaimo-Staffed","01.71.220100300","","","false","Windows 11 Enterprise","Operational","NRG F3 Surgical","Mobile Cart","08/09/2025 22:03:11","VIHATRP20230417-098","All-in-One","07/31/2026","08/08/2025","","10.0.22631"
