"name","u_keywords","location","u_floor","u_room","model_id","u_department_location","asset_tag","u_building","u_last_rounded_date","serial_number","assignment_group","cost_center","comments","short_description","u_hot_spare","os","install_status","department","u_device_rounding","sys_updated_on","po_number","u_category","u_scheduled_retirement","u_last_scanned_date","u_special_handle","os_version"
"AO400518","","VIHA-GLEN-Glengarry Hospital-Main Building-1st Floor","","GLEN","TANGENT MEDIX 22B V9","","HSS-8093708","","","C24102M117","NTT-Deskside Services-RoyalJubilee-Local","","","","false","Windows 11 Enterprise","Operational","","Mobile Cart","08/10/2025 21:04:00",">60 days MOU 4/15/2024 VIHA","All-in-One","05/31/2028","08/09/2025","","10.0.22631"
"AO400519","","VIHA-WCGH-West Coast General Hospital","","WC1554 - storage","TANGENT MEDIX 22B V9","Device Management - PHSA","HSS-8094103","","08/06/2025","C24223M027","NTT-Deskside Services-WestCoast-Staffed","90.71.125409200","","","false","Windows 11 Enterprise","Operational","COV Device Management - PHSA","Mobile Cart","08/06/2025 10:41:25","ISLHTRP20250623-078","All-in-One","07/31/2029","07/18/2025","","10.0.22631"
"AO400520","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","1","1520A","Tangent Medix T22B AiO 3517U","Nursing","HSS-1984365","Main Building","08/08/2025","C22303M079","NTT-Deskside Services-WestCoast-Staffed","","18-mar-24: Device back at WCGH - IM/IT office - tested for use and all necessary updates applied before returning to service.","20-Dec-22:  This device is replacing non-functioning cart in Production.  (INC1958651 - replacing C008757, as this device is blanking to a white screen, rendering it unusable.","false","Windows 11 Enterprise","Operational","","General Rounding","08/08/2025 15:17:17","Lease Information Extract - HPFS Tangent","All-in-One","03/31/2025","07/14/2025","","10.0.22631"
"AO400521","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2nd Floor","WC2140 - PACU","TANGENT MEDIX 22B V9","Admin","HSS-8094095","Main Building","08/08/2025","C24223M131","NTT-Deskside Services-WestCoast-Staffed","02.71.110000000","","","false","Windows 11 Enterprise","Operational","WCG Admin","Mobile Cart","08/10/2025 21:14:36","ISLHTRP20250623-068","All-in-One","07/31/2029","08/09/2025","","10.0.22631"
"AO400522","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","","PACU","Tangent MEDIX 22B V2","","HSS-8093276","","","C23A03M083","NTT-Deskside Services-VictoriaGen-Staffed","10.71.220101600","","","false","Windows 11 Enterprise","Operational","VGH Surgical Day Care","Mobile Cart","08/11/2025 21:00:50","ISLHTRP20250428-021","All-in-One","04/30/2028","08/09/2025","","10.0.22631"
"AO400523","","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1","1068 (PACU)","TANGENT MEDIX 22B V9","CHCP Hospital at Home","HSS-8093578","Main Building","08/08/2025","C24102M036","NTT-Deskside Services-Cowichan-Staffed","04.71.210110000","","","false","Windows 11 Enterprise","Operational","CDH Hospital at Home","Mobile Cart","08/10/2025 21:16:04","ISLHTRP20250526-013","All-in-One","05/31/2028","08/09/2025","","10.0.22631"
"AO400524","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2nd Floor","WC2140 - PACU","TANGENT MEDIX 22B V9","Admin","HSS-8094098","Main Building","08/08/2025","C24223M122","NTT-Deskside Services-WestCoast-Staffed","02.71.110000000","","","false","Windows 11 Enterprise","Operational","WCG Admin","Mobile Cart","08/09/2025 21:47:20","ISLHTRP20250623-071","All-in-One","07/31/2029","08/08/2025","","10.0.22631"
"AO400525","","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","2","2N (Hallway)","TANGENT MEDIX 22B V9","Maternity","HSS-8093592","Main Building","06/18/2025","C24102M014","NTT-Deskside Services-Cowichan-Staffed","48.71.505004400","","","false","Windows 11 Enterprise","Operational","CBC Cowichan Valley HS Admin","Mobile Cart","08/10/2025 21:32:53","ISLHTRP20250526-027","All-in-One","05/31/2028","08/09/2025","","10.0.22631"
"AO400526","","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1","1080 (Cataract Clinic)","TANGENT MEDIX 22B V9","CHCP Hospital at Home","HSS-8093574","Main Building","","C24102M028","NTT-Deskside Services-Cowichan-Staffed","04.71.210110000","","","false","Windows 11 Enterprise","Operational","CDH Hospital at Home","Mobile Cart","08/12/2025 21:03:54","ISLHTRP20250526-009","All-in-One","05/31/2028","08/11/2025","","10.0.22631"
"AO400527","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2nd Floor","WC2905 Hallway - Nursing station","TANGENT MEDIX 22B V9","Nursing - Med/Sur","HSS-8094093","Main Building","08/01/2025","C24223M138","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/10/2025 21:34:01","ISLHTRP20250623-066","All-in-One","07/31/2029","08/09/2025","","10.0.22631"
"AO400528","","VIHA-WCGH-West Coast General Hospital-Main Building-1st Floor","1","WC1554 - Storage","Tangent Medix T22B AiO 3517U","Storage","HSS-1984373","Main Building","12/07/2023","C22303M050","NTT-Deskside Services-WestCoast-Staffed","","","","false","Microsoft Windows 10 Enterprise","Operational","","Excluded","12/21/2024 21:32:39","Lease Information Extract - HPFS Tangent","All-in-One","03/31/2025","12/19/2024","",""
"AO400529","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2nd Floor","ICU","TANGENT MEDIX 22B V9","Emergency","HSS-8094108","Main Building","08/08/2025","C24223M133","NTT-Deskside Services-WestCoast-Staffed","02.71.310200000","","","false","Windows 11 Enterprise","Operational","WCG Emergency","Mobile Cart","08/10/2025 21:13:46","ISLHTRP20250623-083","All-in-One","07/31/2029","08/09/2025","","10.0.22631"
"AO400530","","VIHA-WCGH-West Coast General Hospital","","WC1554 - storage","TANGENT MEDIX 22B V9","Device Management - PHSA","HSS-8094105","","08/08/2025","C24223M022","NTT-Deskside Services-WestCoast-Staffed","90.71.125409200","","","false","Windows 11 Enterprise","Operational","COV Device Management - PHSA","Mobile Cart","08/08/2025 15:16:35","ISLHTRP20250623-080","All-in-One","07/31/2029","07/28/2025","","10.0.22631"
"AO400531","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2nd Floor","WC2315 - ER","TANGENT MEDIX 22B V9","Admin","HSS-8094109","Main Building","08/08/2025","C24223M137","NTT-Deskside Services-WestCoast-Staffed","02.71.110000000","","","false","Windows 11 Enterprise","Operational","WCG Admin","Mobile Cart","08/08/2025 15:13:55","ISLHTRP20250623-084","All-in-One","07/31/2029","07/26/2025","","10.0.22631"
"AO400532","","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","2","2S (ICU Nurse Station)","TANGENT MEDIX 22B V9","Cowichan District Hospital.","HSS-8093580","Main Building","","C24102M065","NTT-Deskside Services-Cowichan-Staffed","04.71.110000000","","","false","Windows 11 Enterprise","Operational","CDH Administration","Mobile Cart","08/10/2025 21:10:02","ISLHTRP20250526-015","All-in-One","05/31/2028","08/09/2025","","10.0.22631"
"AO400533","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","Operating Room","TANGENT MEDIX 22B V20","WCG Nursing/OB/Psych/Rural Srg","HSS-8092848","Main Building","08/08/2025","C25123M213","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/08/2025 15:14:40","VIHATRP20250331-044","All-in-One","04/30/2029","08/02/2025","","10.0.22631"
"AO400533LEG","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WCAmb - Storage room","Tangent Medix T22B AiO 3517U","Emergency Services","HSS-1984378","Main Building","03/12/2025","C22303M013","NTT-Deskside Services-WestCoast-Staffed","","","","false","Windows 11 Enterprise","Operational","","Mobile Cart","08/07/2025 21:50:15","Lease Information Extract - HPFS Tangent","All-in-One","03/31/2025","08/06/2025","","10.0.22631"
"AO400534","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","2302","TANGENT MEDIX 22B V20","WCG Nursing - Med/Sur","HSS-8092845","Main Building","08/06/2025","C25123M248","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/09/2025 21:32:32","VIHATRP20250331-041","All-in-One","04/30/2029","08/08/2025","","10.0.22631"
"AO400535","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2nd Floor","WC2140 - PACU","TANGENT MEDIX 22B V9","Admin","HSS-8094096","Main Building","08/08/2025","C24223M021","NTT-Deskside Services-WestCoast-Staffed","02.71.110000000","","","false","Windows 11 Enterprise","Operational","WCG Admin","Mobile Cart","08/10/2025 21:20:15","ISLHTRP20250623-069","All-in-One","07/31/2029","08/09/2025","","10.0.22631"
"AO400536","","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","2","2065 (Nursery)","TANGENT MEDIX 22B V9","Maternity","HSS-8093587","Main Building","06/18/2025","C24102M067","NTT-Deskside Services-Cowichan-Staffed","48.71.505004400","","","false","Windows 11 Enterprise","Operational","CBC Cowichan Valley HS Admin","Mobile Cart","08/09/2025 21:57:57","ISLHTRP20250526-022","All-in-One","05/31/2028","08/08/2025","","10.0.22631"
"AO400537","","VIHA-VGH-Victoria General Hospital-Main Building","3rd Floor","Endoscopy","TANGENT MEDIX 22B V9","Medical Imaging Admin","HSS-8094866","Main Building","","C24223M151","NTT-Deskside Services-VictoriaGen-Staffed","90.71.110005100","","","false","Windows 11 Enterprise","Operational","ACV Medical Imaging Admin","","08/15/2025 11:17:30","ISLHTRP20250811-015","All-in-One","","06/24/2025","","10.0.22631"
"AO400538","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2nd Floor","WC1554 - storage","TANGENT MEDIX 22B V9","Device Management - PHSA","HSS-8094107","Main Building","08/06/2025","C24223M142","NTT-Deskside Services-WestCoast-Staffed","90.71.125409200","","","false","Windows 11 Enterprise","Operational","COV Device Management - PHSA","Mobile Cart","08/09/2025 22:01:56","ISLHTRP20250623-082","All-in-One","07/31/2029","08/08/2025","","10.0.22631"
"AO400539","","VIHA-GLEN-Glengarry Hospital-Chandler Unit-1st Floor","1st Floor","GL-C-106-1","TANGENT MEDIX 22B V9","Patient Flow","HSS-8093705","Chandler Unit","","C24102M050","NTT-Deskside Services-RoyalJubilee-Local","08.71.180000400","","","false","Windows 11 Enterprise","Operational","RJH Patient Flow","Mobile Cart","08/10/2025 21:34:01","VIHATRP20250602-026","All-in-One","05/31/2028","08/09/2025","","10.0.22631"
"AO400540","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2nd Floor","WC2905 - room by entrance to LDR","TANGENT MEDIX 22B V9","Nursing - Med/Sur","HSS-8094094","Main Building","08/01/2025","C24223M134","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/14/2025 21:00:44","ISLHTRP20250623-067","All-in-One","07/31/2029","08/13/2025","","10.0.22631"
"AO400541","","VIHA-GLEN-Glengarry Hospital-Chandler Unit-1st Floor","1st Floor","GLEN","TANGENT MEDIX 22B V9","Patient Flow","HSS-8093711","Chandler Unit","","C24102M102","NTT-Deskside Services-RoyalJubilee-Local","08.71.180000400","","","false","Windows 11 Enterprise","Operational","RJH Patient Flow","","08/10/2025 21:34:03","VIHATRP20250602-032","All-in-One","05/31/2028","08/09/2025","","10.0.22631"
"AO400542","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","5SW","Nurses Station","Tangent MEDIX 22B V5","Storage","HSS-8073632","PCC","12/07/2023","C23202M005","NTT-Deskside Services-RoyalJubilee-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Excluded","08/10/2025 21:07:06","VIHATRP20230417-001","All-in-One","05/31/2026","08/09/2025","","10.0.22631"
"AO400543","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","DT1398","Tangent Medix T22B AiO 3517U","Emergency Department","HSS-1984388","Main Building","06/26/2025","C22303M054","NTT-Deskside Services-RoyalJubilee-Staffed","","","","false","Windows 10 Enterprise","Operational","","Mobile Cart","07/03/2025 14:51:31","Lease Information Extract - HPFS Tangent","All-in-One","03/31/2025","05/03/2025","","10.0.19045"
"AO400544","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2nd Floor","WC2905 - Hallway","TANGENT MEDIX 22B V9","Nursing - Med/Sur","HSS-8094092","Main Building","08/08/2025","C24223M140","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/13/2025 21:01:09","ISLHTRP20250623-065","All-in-One","07/31/2029","08/12/2025","","10.0.22631"
"AO400545","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2nd Floor","WCMedSurg - Wing B","TANGENT MEDIX 22B V9","Nursing - Med/Sur","HSS-8094090","Main Building","08/08/2025","C24223M169","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/09/2025 21:46:41","ISLHTRP20250623-063","All-in-One","07/31/2029","08/08/2025","","10.0.22631"
"AO400546","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2nd Floor","Hallway - beside WC2906","TANGENT MEDIX 22B V9","Nursing - Med/Sur","HSS-8094091","Main Building","08/08/2025","C24223M139","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/08/2025 21:43:31","ISLHTRP20250623-064","All-in-One","07/31/2029","08/07/2025","","10.0.22631"
"AO400547","","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","G","G101 (Pharmacy - Back)","Tangent MEDIX 22B V2","Pharmacy","HSS-8083135","Main Building","01/10/2025","C23801M095","NTT-Deskside Services-Cowichan-Staffed","04.71.440000000","","","false","Microsoft Windows 11 Enterprise","Operational","CDH Pharmacy","Mobile Cart","05/06/2025 21:48:37","VIHATRP20240205-034","All-in-One","03/31/2028","05/03/2025","",""
"AO400548","","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","2","2N (Hallway)","TANGENT MEDIX 22B V9","Maternity","HSS-8093583","Main Building","06/18/2025","C24102M045","NTT-Deskside Services-Cowichan-Staffed","48.71.505004400","","","false","Windows 11 Enterprise","Operational","CBC Cowichan Valley HS Admin","Mobile Cart","08/10/2025 21:22:22","ISLHTRP20250526-018","All-in-One","05/31/2028","08/09/2025","","10.0.22631"
"AO400549","","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","G","G029B (Nurse Educator Office)","Tangent Medix T22B AiO 3517U","Clinical Education","HSS-1984394","Main Building","08/15/2025","C22303M031","NTT-Deskside Services-Cowichan-Staffed","91.71.125403500","","","false","Windows 10 Enterprise","Operational","COS Device Management","Mobile Cart","08/15/2025 12:22:08","Lease Information Extract - HPFS Tangent","All-in-One","03/31/2025","08/05/2025","","10.0.19045"
"AO400551","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","Emergency","TANGENT MEDIX 22B V20","WCG Emergency","HSS-8092846","Main Building","08/08/2025","C25123M235","NTT-Deskside Services-WestCoast-Staffed","02.71.310200000","","","false","Windows 11 Enterprise","Operational","WCG Emergency","Mobile Cart","08/11/2025 21:07:23","VIHATRP20250331-042","All-in-One","04/30/2029","08/10/2025","","10.0.22631"
"AO400552","","VIHA-WCGH-West Coast General Hospital","","1554 - Storage","TANGENT MEDIX 22B V9","Device Management - PHSA","HSS-8094106","","08/08/2025","C24223M141","NTT-Deskside Services-WestCoast-Staffed","90.71.125409200","","","false","Windows 11 Enterprise","Operational","COV Device Management - PHSA","Mobile Cart","08/13/2025 21:21:34","ISLHTRP20250623-081","All-in-One","07/31/2029","08/12/2025","","10.0.22631"
"AO400554","CDH iHealth","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","2","2C (Hallway)","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","2 Central","HSS-8078954","Main Building","07/11/2025","C23719M112","NTT-Deskside Services-Cowichan-Staffed","04.71.265000000","","","false","Windows 11 Enterprise","Operational","CDH Post Anaesthetic Care Unit","Mobile Cart","08/10/2025 21:24:32","VIHATRP20231003-090","All-in-One","11/30/2027","08/09/2025","","10.0.22631"
"AO400555","","VIHA-WCGH-West Coast General Hospital","","WC1554 - storage","TANGENT MEDIX 22B V9","Device Management - PHSA","HSS-8094104","","08/12/2025","C24223M010","NTT-Deskside Services-WestCoast-Staffed","90.71.125409200","","","false","Windows 11 Enterprise","Operational","COV Device Management - PHSA","Mobile Cart","08/12/2025 15:02:06","ISLHTRP20250623-079","All-in-One","07/31/2029","08/10/2025","","10.0.22631"
"AO400556","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2nd Floor","WCER","TANGENT MEDIX 22B V9","Admin","HSS-8094111","Main Building","08/08/2025","C24223M165","NTT-Deskside Services-WestCoast-Staffed","02.71.110000000","","","false","Windows 11 Enterprise","Operational","WCG Admin","Mobile Cart","08/09/2025 21:59:39","ISLHTRP20250623-086","All-in-One","07/31/2029","08/08/2025","","10.0.22631"
"AO400557","","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","2","2N (Hallway)","TANGENT MEDIX 22B V9","Maternity","HSS-8093584","Main Building","06/18/2025","C24102M061","NTT-Deskside Services-Cowichan-Staffed","48.71.505004400","","","false","Windows 11 Enterprise","Operational","CBC Cowichan Valley HS Admin","Mobile Cart","08/12/2025 21:12:32","ISLHTRP20250526-019","All-in-One","05/31/2028","08/11/2025","","10.0.22631"
"AO400558","CDH iHealth","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","G","G029B (Nurse Educator Office)","Tangent Medix T22B AiO 3517U","Clinical Education","HSS-1984549","Main Building","08/15/2025","C22303M089","NTT-Deskside Services-Cowichan-Staffed","91.71.125403500","","","false","Windows 10 Enterprise","Operational","COS Device Management","Mobile Cart","08/15/2025 12:22:50","Lease Information Extract - HPFS Tangent","All-in-One","03/31/2025","08/08/2025","","10.0.19045"
"AO400559","","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","3","3S (Hallway East)","TANGENT MEDIX 22B V9","","HSS-8093606","Main Building","","C24102M048","NTT-Deskside Services-Cowichan-Staffed","04.71.110000000","","","false","Windows 11 Enterprise","Operational","CDH Administration","Mobile Cart","08/09/2025 21:42:19","ISLHTRP20250526-041","All-in-One","05/31/2028","08/08/2025","","10.0.22631"
