"company","serial_number","name","asset","manufacturer","u_manufacturer_part_number","u_parent_asset","location"
"Island Health","1297846-0050","AO400064-CRT","AO400064-CRT","ERGOTRON","SV43-2570-0","AO400064","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor"
"Island Health","1297846-0034","AO400065-CRT","AO400065-CRT","ERGOTRON","SV43-2570-0","AO400065","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor"
"Island Health","1297848-0014","AO400068-CRT","AO400068-CRT","ERGOTRON","C50-3510-0","AO400068","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor"
"Island Health","1860897-0003","AO400069-CRT","AO400069-CRT","ERGOTRON","C50-3510-0","AO400069","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor"
"Island Health","1261269742-0053","AO400072-CRT","AO400072-CRT","ERGOTRON","C50-3510-0","AO400072","VIHA-DPRC-Dufferin Place (NRGH)"
"Island Health","1296600-0060","AO400074-CRT","AO400074-CRT","ERGOTRON","SV43-2570-0","AO400074","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","1847518-0002","AO400076-CRT","AO400076-CRT","ERGOTRON","SV43-2570-0","AO400076","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor"
"Island Health","1296600-0004","AO400077-CRT","AO400077-CRT","ERGOTRON","SV43-2570-0","AO400077","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1442218-0007","AO400079-CRT","AO400079-CRT","ERGOTRON","C50-3510-0","AO400079","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor"
"Island Health","1754697-0001","AO400080-CRT","AO400080-CRT","ERGOTRON","C50-3510-0","AO400080","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1269828-0004","AO400082-CRT","AO400082-CRT","ERGOTRON","C50-3510-0","AO400082","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor"
"Island Health","1864298-0006","AO400084-CRT","AO400084-CRT","ERGOTRON","C50-3510-0","AO400084","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1297847-0003","AO400087-CRT","AO400087-CRT","ERGOTRON","C50-3510-0","AO400087","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","1399175-0025","AO400089-CRT","AO400089-CRT","ERGOTRON","SV43-2570-0","AO400089","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor"
"Island Health","1297849-0014","AO400090-CRT","AO400090-CRT","ERGOTRON","SV43-2570-0","AO400090","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor"
"Island Health","1297848-0025","AO400091-CRT","AO400091-CRT","ERGOTRON","SV43-2570-0","AO400091","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor"
"Island Health","1269345-0031","AO400092-CRT","AO400092-CRT","ERGOTRON","C50-3510-0","AO400092","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1296600-0039","AO400094-CRT","AO400094-CRT","ERGOTRON","SV43-2570-0","AO400094","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1297847-0043","AO400096-CRT","AO400096-CRT","ERGOTRON","C50-3510-0","AO400096","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1299486-0002","AO400097-CRT","AO400097-CRT","ERGOTRON","C50-3510-0","AO400097","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor"
"Island Health","1432210-0038","AO400098-CRT","AO400098-CRT","ERGOTRON","C50-3510-0","AO400098","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor"
"Island Health","1770300-0001","AO400099-CRT","AO400099-CRT","ERGOTRON","SV43-2570-0","AO400099","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor"
"Island Health","TEMPVIHA002","AO400101-CRT","AO400101-CRT","ERGOTRON","SV43-2570-0","AO400101","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1896908-0008","AO400102-CRT","AO400102-CRT","ERGOTRON","SV43-2570-0","AO400102","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","1687546-0001","AO400103-CRT","AO400103-CRT","ERGOTRON","SV43-2570-0","AO400103","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor"
"Island Health","2010459-0010","AO400105-CRT","AO400105-CRT","ERGOTRON","SV43-2570-0","AO400105","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor"
"Island Health","1269828-0052","AO400106-CRT","AO400106-CRT","ERGOTRON","SV43-2570-0","AO400106","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor"
"Island Health","1269345-0027","AO400107-CRT","AO400107-CRT","ERGOTRON","C50-3510-0","AO400107","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1297847-0062","AO400108-CRT","AO400108-CRT","ERGOTRON","SV43-2570-0","AO400108","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1780587-0056","AO400109-CRT","AO400109-CRT","ERGOTRON","C50-3510-0","AO400109","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1854599-0037","AO400110-CRT","AO400110-CRT","ERGOTRON","SV43-2570-0","AO400110","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1801428-0003","AO400111-CRT","AO400111-CRT","ERGOTRON","C50-3510-0","AO400111LEG","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1709998-0001","AO400112-CRT","AO400112-CRT","ERGOTRON","SV43-2570-0","AO400112","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1799500-0005","AO400114-CRT","AO400114-CRT","ERGOTRON","SV43-2570-0","AO400114","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1296600-0023","AO400115-CRT","AO400115-CRT","ERGOTRON","SV43-2570-0","AO400115","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor"
"Island Health","1297848-0046","AO400119-CRT","AO400119-CRT","ERGOTRON","SV43-2570-0","AO400119","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1432210-0040","AO400122-CRT","AO400122-CRT","ERGOTRON","SV43-2570-0","AO400122","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1269828-0006","AO400123-CRT","AO400123-CRT","ERGOTRON","C50-3510-0","AO400123","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1874224-0106","AO400124-CRT","AO400124-CRT","ERGOTRON","C50-3500-0","AO400124","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1357818-0248","AO400125-CRT","AO400125-CRT","ERGOTRON","","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building"
"Island Health","1442218-0004","AO400127-CRT","AO400127-CRT","ERGOTRON","SV43-2570-0","AO400127","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1296600-0046","AO400129-CRT","AO400129-CRT","ERGOTRON","SV43-2570-0","AO400129","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1767534-0002","AO400130-CRT","AO400130-CRT","ERGOTRON","SV43-2570-0","AO400130","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building"
"Island Health","1780745-0001","AO400132-CRT","AO400132-CRT","ERGOTRON","SV43-2570-0","AO400132","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor"
"Island Health","1268836-0020","AO400134-CRT","AO400134-CRT","ERGOTRON","C50-3510-0","AO400134LEG","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1297846-0022","AO400136-CRT","AO400136-CRT","ERGOTRON","SV43-2570-0","AO400136","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor"
"Island Health","1297847-0029","AO400137-CRT","AO400137-CRT","ERGOTRON","SV43-2570-0","AO400137","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","1269828-0014","AO400138-CRT","AO400138-CRT","ERGOTRON","C50-3510-0","AO400138","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1661962-0062","AO400139-CRT","AO400139-CRT","ERGOTRON","C50-3510-0","AO400139","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1743106-0001","AO400143-CRT","AO400143-CRT","ERGOTRON","SV43-2570-0","AO400143","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor"
"Island Health","1299486-0013","AO400146-CRT","AO400146-CRT","ERGOTRON","SV43-2570-0","AO400334","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269827-0009","AO400147-CRT","AO400147-CRT","ERGOTRON","C50-3510-0","AO400147LEG","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269827-0007","AO400148-CRT","AO400148-CRT","ERGOTRON","C50-3510-0","AO400148","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269828-0049","AO400149-CRT","AO400149-CRT","ERGOTRON","SV43-2570-0","AO400149","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor"
"Island Health","1299486-0010","AO400150-CRT","AO400150-CRT","ERGOTRON","SV43-2570-0","AO400150LEG","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1297848-0065","AO400151-CRT","AO400151-CRT","ERGOTRON","SV43-2570-0","AO400151","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1297847-0036","AO400152-CRT","AO400152-CRT","ERGOTRON","C50-3510-0","AO400152","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1269345-0021","AO400154-CRT","AO400154-CRT","ERGOTRON","C50-3500-0","AO400154","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","1297848-0045","AO400156-CRT","AO400156-CRT","ERGOTRON","SV43-2570-0","AO400156","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor"
"Island Health","1675506-0001","AO400157-CRT","AO400157-CRT","ERGOTRON","C50-3510-0","AO400157","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1441006-0033","AO400158-CRT","AO400158-CRT","ERGOTRON","SV43-2570-0","AO400158","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1297849-0028","AO400159-CRT","AO400159-CRT","ERGOTRON","SV43-2570-0","AO400159","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1787619-0108","AO400163-CRT","AO400163-CRT","ERGOTRON","C50-3510-0","AO400163","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1299486-0018","AO400165-CRT","AO400165-CRT","ERGOTRON","SV43-2570-0","AO400165","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269827-0001","AO400166-CRT","AO400166-CRT","ERGOTRON","C50-3510-0","AO400166","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1296600-0010","AO400167-CRT","AO400167-CRT","ERGOTRON","SV43-2570-0","AO400167","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor"
"Island Health","1896908-0018","AO400170-CRT","AO400170-CRT","ERGOTRON","SV43-2570-0","AO400170","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor"
"Island Health","1269742-0020","AO400172-CRT","AO400172-CRT","ERGOTRON","C50-3510-0","AO400172","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor"
"Island Health","1269345-0016","AO400176-CRT","AO400176-CRT","ERGOTRON","C50-3510-0","AO400176","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1441006-0018","AO400177-CRT","AO400177-CRT","ERGOTRON","C50-3500-0","AO400177","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1357818-0117","AO400178-CRT","AO400178-CRT","ERGOTRON","","AO400178","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building"
"Island Health","1752911-0050","AO400180-CRT","AO400180-CRT","ERGOTRON","SV43-2570-0","AO400180","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","TEMPVIHA001","AO400182-CRT","AO400182-CRT","ERGOTRON","C50-3510-0","AO400182","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor"
"Island Health","1269345-0010","AO400183-CRT","AO400183-CRT","ERGOTRON","C50-3500-0","AO400183","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor"
"Island Health","1270106-0001","AO400185-CRT","AO400185-CRT","ERGOTRON","C50-3510-0","AO400185","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269345-0013","AO400186-CRT","AO400186-CRT","ERGOTRON","C50-3510-0","AO400186","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269828-0033","AO400188-CRT","AO400188-CRT","ERGOTRON","C50-3510-0","AO400188","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1396313-0004","AO400189-CRT","","","","AO400189","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269827-0028","AO400194-CRT","AO400194-CRT","ERGOTRON","C50-3510-0","AO400194","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1726201-0001","AO400195-CRT","AO400195-CRT","ERGOTRON","SV43-2570-0","AO400195","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor"
"Island Health","1929808-0027","AO400197-CRT","AO400197-CRT","ERGOTRON","C50-3510-0","AO400197","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1296600-0033","AO400198-CRT","AO400198-CRT","ERGOTRON","C50-3510-0","AO400198","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1801000-0015","AO400199-CRT","AO400199-CRT","ERGOTRON","SV43-2570-0","AO400199","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1269828-0029","AO400202-CRT","AO400202-CRT","ERGOTRON","SV43-2570-0","AO400202","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269345-0002","AO400203-CRT","AO400203-CRT","ERGOTRON","SV43-2570-0","AO400203","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1"
"Island Health","1840497-0005","AO400204-CRT","AO400204-CRT","ERGOTRON","C50-3500-0","AO400204","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1270106-0029","AO400207-CRT","AO400207-CRT","ERGOTRON","C50-3510-0","AO400207LEG","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269741-0045","AO400208-CRT","AO400208-CRT","ERGOTRON","C50-3510-0","AO400208","VIHA-DPRC-Dufferin Place (NRGH)"
"Island Health","1299486-0005","AO400210-CRT","AO400210-CRT","ERGOTRON","C50-3510-0","AO400210","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1296600-0005","AO400211-CRT","AO400211-CRT","ERGOTRON","C50-3510-0","AO400211","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building"
"Island Health","1269742-0012","AO400214-CRT","AO400214-CRT","ERGOTRON","C50-3510-0","AO400214","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor"
"Island Health","1296600-0051","AO400215-CRT","AO400215-CRT","ERGOTRON","C50-3510-0","AO400215","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1297847-0057","AO400216-CRT","AO400216-CRT","ERGOTRON","C50-3510-0","AO400216","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1270106-0036","AO400217-CRT","AO400217-CRT","ERGOTRON","C50-3510-0","AO400217","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1269345-0017","AO400218-CRT","AO400218-CRT","ERGOTRON","C50-3500-0","AO400218","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1893201-0003","AO400219-CRT","AO400219-CRT","ERGOTRON","C50-3500-0","AO400219","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1"
"Island Health","1269741-0020","AO400220-CRT","AO400220-CRT","ERGOTRON","C50-3510-0","AO400220","VIHA-DPRC-Dufferin Place (NRGH)"
"Island Health","1269345-0022","AO400223-CRT","AO400223-CRT","ERGOTRON","C50-3500-0","AO400223","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269741-0021","AO400224-CRT","AO400224-CRT","ERGOTRON","C50-3510-0","AO400224","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269828-0009","AO400225-CRT","AO400225-CRT","ERGOTRON","C50-3510-0","AO400225","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","128836-0016","AO400226-CRT","AO400226-CRT","ERGOTRON","C50-3510-0","AO400226","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1896908-0002","AO400227-CRT","AO400227-CRT","ERGOTRON","SV43-2570-0","AO400227","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor"
"Island Health","1297850-0006","AO400228-CRT","AO400228-CRT","ERGOTRON","C50-3510-0","AO400228","VIHA-JBUPCC-James Bay Urgent Primary Care Clinic"
"Island Health","1297847-0031","AO400230-CRT","AO400230-CRT","ERGOTRON","C50-3510-0","AO400230","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1441006-0037","AO400233-CRT","AO400233-CRT","ERGOTRON","SV43-2570-0","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1990199-0001","AO400235-CRT","AO400235-CRT","ERGOTRON","C50-3510-0","AO400235","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1388700-0005","AO400236-CRT","AO400236-CRT","ERGOTRON","SV43-2570-0","AO400236","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1886911-0008","AO400237-CRT","AO400237-CRT","ERGOTRON","SV43-2570-0","AO400237","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor"
"Island Health","1670265-0001","AO400256-CRT","AO400256-CRT","ERGOTRON","SV43-2570-0","AO400256","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1740163-0004","AO400257-CRT","AO400257-CRT","ERGOTRON","SV43-2570-0","AO400257","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1269345-0029","AO400258-CRT","AO400258-CRT","ERGOTRON","C50-3510-0","AO005033","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1297846-0030","AO400261-CRT","AO400261-CRT","ERGOTRON","C50-3510-0","AO400261","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1296600-0055","AO400263-CRT","AO400263-CRT","ERGOTRON","SV43-2570-0","AO400263","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1269345-0020","AO400265-CRT","AO400265-CRT","ERGOTRON","C50-3510-0","AO400265","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","1466808-0022","AO400266-CRT","AO400266-CRT","ERGOTRON","C50-3510-0","AO400266","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1264626-0013","AO400267-CRT","AO400267-CRT","ERGOTRON","C50-3510-0","AO400267","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor"
"Island Health","1269827-0003","AO400268-CRT","AO400268-CRT","ERGOTRON","C50-3500-0","AO400268","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1297847-0051","AO400269-CRT","AO400269-CRT","ERGOTRON","C50-3510-0","AO400269","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269828-0041","AO400270-CRT","AO400270-CRT","ERGOTRON","C50-3510-0","AO400270LEG","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1542597-0001","AO400272-CRT","AO400272-CRT","ERGOTRON","SV43-2570-0","AO400272","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1296600-0020","AO400273-CRT","AO400273-CRT","ERGOTRON","C50-3510-0","AO400273","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","1269828-0013","AO400274-CRT","AO400274-CRT","ERGOTRON","SV43-2570-0","AO400274","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1"
"Island Health","1299486-0004","AO400277-CRT","AO400277-CRT","ERGOTRON","SV43-2570-0","AO400277","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","1756050-0001","AO400278-CRT","AO400278-CRT","ERGOTRON","C50-3510-0","AO400278","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1"
"Island Health","1297847-0008","AO400280-CRT","AO400280-CRT","ERGOTRON","SV43-1310-0","AO400280","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1264351-0001","AO400281-CRT","AO400281-CRT","ERGOTRON","SV43-2570-0","AO400281","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1297847-0005","AO400282-CRT","AO400282-CRT","ERGOTRON","C50-3500-0","AO400282","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor"
"Island Health","1801000-0017","AO400283-CRT","AO400283-CRT","ERGOTRON","SV43-2570-0","AO400283","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor"
"Island Health","1624397-0002","AO400284-CRT","AO400284-CRT","ERGOTRON","SV43-2570-0","AO400284","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1929205-0136","AO400287-CRT","AO400287-CRT","ERGOTRON","C50-3510-0","AO400287","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269345-0033","AO400289-CRT","AO400289-CRT","ERGOTRON","SV43-2570-0","AO400289","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269828-0030","AO400291-CRT","AO400291-CRT","ERGOTRON","C50-3510-0","AO400291","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269827-0011","AO400292-CRT","AO400292-CRT","ERGOTRON","C50-3510-0","AO400292LEG","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1700302-0001","AO400293-CRT","AO400293-CRT","ERGOTRON","SV43-2570-0","AO400293","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor"
"Island Health","1296600-0029","AO400294-CRT","AO400294-CRT","ERGOTRON","SV43-2570-0","AO400294","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1835899-0002","AO400295-CRT","AO400295-CRT","ERGOTRON","SV43-2570-0","AO400295","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1297847-0063","AO400296-CRT","AO400296-CRT","ERGOTRON","C50-3510-0","AO400296","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor"
"Island Health","1388700-0001","AO400298-CRT","AO400298-CRT","ERGOTRON","SV43-2570-0","AO400298","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1"
"Island Health","1734044-0001","AO400300-CRT","AO400300-CRT","ERGOTRON","SV43-2570-0","AO001597","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-3rd Floor"
"Island Health","1299486-0007","AO400301-CRT","AO400301-CRT","ERGOTRON","C50-3510-0","AO400301","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor"
"Island Health","1755031-0001","AO400302-CRT","AO400302-CRT","ERGOTRON","C50-3510-0","AO400302","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1269742-0018","AO400304-CRT","AO400304-CRT","ERGOTRON","C50-3510-0","AO400304","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor"
"Island Health","1624715-0014","AO400306-CRT","AO400306-CRT","ERGOTRON","SV43-2570-0","AO400306","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor"
"Island Health","1441006-0015","AO400307-CRT","AO400307-CRT","ERGOTRON","SV43-2570-0","AO400307","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1296600-0058","AO400312-CRT","AO400312-CRT","ERGOTRON","C50-3500-0","AO400312","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor"
"Island Health","1782509-0014","AO400313-CRT","AO400313-CRT","ERGOTRON","SV43-2570-0","AO400313LEG","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1296600-0018","AO400314-CRT","AO400314-CRT","ERGOTRON","SV43-2570-0","AO400314","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor"
"Island Health","1296600-0045","AO400315-CRT","AO400315-CRT","ERGOTRON","C50-3510-0","AO400315","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1542597-0002","AO400316-CRT","AO400316-CRT","ERGOTRON","SV43-2570-0","AO400316","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1297848-0061","AO400317-CRT","AO400317-CRT","ERGOTRON","SV43-2570-0","AO400317","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor"
"Island Health","1896906-0059","AO400319-CRT","AO400319-CRT","ERGOTRON","C50-3500-0","AO400319","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor"
"Island Health","1442218-0011","AO400320-CRT","AO400320-CRT","ERGOTRON","SV43-2570-0","AO400320","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor"
"Island Health","1896906-0019","AO400321-CRT","AO400321-CRT","ERGOTRON","C50-3510-0","AO400321","VIHA-VGH-Victoria General Hospital-Parking Office-1st Floor"
"Island Health","1269827-0006","AO400323-CRT","AO400323-CRT","ERGOTRON","SV43-2570-0","AO400323","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1840497-0002","AO400325-CRT","AO400325-CRT","ERGOTRON","C50-3510-0","AO400325","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1297847-0041","AO400326-CRT","AO400326-CRT","ERGOTRON","C50-3510-0","AO400326","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
