"company","serial_number","name","asset","manufacturer","u_manufacturer_part_number","u_parent_asset","location"
"Island Health","1893201-0004","AO005044-CRT","AO005044-CRT","ERGOTRON","C50-3500-0","AO005044","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor"
"Island Health","1896397-0020","AO005045-CRT","AO005045-CRT","ERGOTRON","C50-3500-0","AO005045","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor"
"Island Health","1896907-0005","AO005049-CRT","AO005049-CRT","ERGOTRON","C50-3500-0","AO005049","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
"Island Health","1896906-0049","AO005050-CRT","AO005050-CRT","ERGOTRON","C50-3500-0","AO005050","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
"Island Health","1856410-0082","AO005051-CRT","AO005051-CRT","ERGOTRON","SV43-2570-0","AO005051","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor"
"Island Health","1297846-0005","AO005052-CRT","AO005052-CRT","ERGOTRON","SV43-2570-0","AO005052","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1873907-0033","AO005054-CRT","AO005054-CRT","ERGOTRON","C50-3510-0","AO005054","VIHA-DVUPCC-Downtown Victoria Urgent Primary Care Centre"
"Island Health","1874721-0025","AO005055-CRT","AO005055-CRT","ERGOTRON","C50-3500-0","AO005055","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor"
"Island Health","1896397-0040","AO005056-CRT","AO005056-CRT","ERGOTRON","C50-3500-0","AO005056","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor"
"Island Health","1896397-0038","AO005057-CRT","AO005057-CRT","ERGOTRON","C50-3500-0","AO005057","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor"
"Island Health","1986906-0015","AO005058-CRT","AO005058-CRT","ERGOTRON","C50-3500-0","AO005058","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor"
"Island Health","1874313-0097","AO005059-CRT","AO005059-CRT","ERGOTRON","C50-3510-0","AO005059","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1897999-0021","AO005060-CRT","AO005060-CRT","ERGOTRON","C50-3510-0","AO005060","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor"
"Island Health","1869413-0026","AO005061-CRT","AO005061-CRT","ERGOTRON","C50-3500-0","AO005061","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1885206-0069","AO005062-CRT","AO005062-CRT","ERGOTRON","C50-3510-0","AO005062","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1888706-0014","AO005064-CRT","AO005064-CRT","ERGOTRON","C50-3500-0","AO005064","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
"Island Health","1896397-0034","AO005065-CRT","AO005065-CRT","ERGOTRON","C50-3510-0","AO005065","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor"
"Island Health","1896907-0034","AO005066-CRT","AO005066-CRT","ERGOTRON","C50-3500-0","AO005066","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor"
"Island Health","1896906-0012","AO005067-CRT","AO005067-CRT","ERGOTRON","C50-3500-0","AO005067","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1"
"Island Health","1883706-0011","AO005068-CRT","AO005068-CRT","ERGOTRON","C50-3500-0","AO005068","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor"
"Island Health","1896906-0014","AO005069-CRT","AO005069-CRT","ERGOTRON","C50-3500-0","AO005069","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor"
"Island Health","189639-0047","AO005070-CRT","AO005070-CRT","ERGOTRON","C50-3500-0","AO005070","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor"
"Island Health","1896906-0026","AO005071-CRT","AO005071-CRT","ERGOTRON","C50-3500-0","AO005071","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
"Island Health","1897999-0025","AO005072-CRT","AO005072-CRT","ERGOTRON","C50-3500-0","AO005072","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
"Island Health","1899902-0002","AO005076-CRT","AO005076-CRT","ERGOTRON","C50-3500-0","AO005076","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
"Island Health","1896397-0045","AO005077-CRT","AO005077-CRT","ERGOTRON","C50-3500-0","AO005077","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor"
"Island Health","1896906-0052","AO005078-CRT","AO005078-CRT","ERGOTRON","C50-3500-0","AO005078","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor"
"Island Health","1896907-0015","AO005079-CRT","AO005079-CRT","ERGOTRON","C50-3500-0","AO005079","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor"
"Island Health","1897999-0015","AO005081-CRT","AO005081-CRT","ERGOTRON","C50-3500-0","AO005081","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
"Island Health","1874501-0118","AO005082-CRT","AO005082-CRT","ERGOTRON","C50-3510-0","AO005082","VIHA-GRH-Gorge Road Hospital-Main Building-2nd Floor"
"Island Health","1297850-0013","AO005085-CRT","AO005085-CRT","ERGOTRON","C50-3510-0","AO005085","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1874548-0063","AO005091-CRT","AO005091-CRT","ERGOTRON","C50-3510-0","AO005091","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor"
"Island Health","1822913-0018","AO005093-CRT","AO005093-CRT","ERGOTRON","C50-3500-0","AO005093","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1297850-0040","AO005094-CRT","AO005094-CRT","ERGOTRON","SV43-2570-0","AO005094","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1297850-0032","AO005096-CRT","AO005096-CRT","ERGOTRON","C50-3510-0","","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1874313-0088","AO005099-CRT","AO005099-CRT","ERGOTRON","C50-3510-0","AO005099","VIHA-SPH-Saanich Peninsula Hospital-Main Building"
"Island Health","1874548-0030","AO005100-CRT","AO005100-CRT","ERGOTRON","C50-3510-0","AO005100X","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1874501-0105","AO005101-CRT","AO005101-CRT","ERGOTRON","C50-3510-0","AO005101","VIHA-SPH-Saanich Peninsula Hospital-Main Building"
"Island Health","1826512-0081","AO005106-CRT","AO005106-CRT","ERGOTRON","C50-3510-0","AO005106","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor"
"Island Health","1896906-0037","AO005107-CRT","AO005107-CRT","ERGOTRON","C50-3510-0","AO005107","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor"
"Island Health","1820404-0061","AO005111-CRT","AO005111-CRT","ERGOTRON","C50-3510-0","AO005111","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","1820404-0038","AO005112-CRT","AO005112-CRT","ERGOTRON","C50-3510-0","AO005112","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1874501-0108","AO005124-CRT","AO005124-CRT","ERGOTRON","C50-3500-0","AO005124","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1896907-0045","AO005125-CRT","AO005125-CRT","ERGOTRON","C50-3510-0","AO005125","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-Basement 1"
"Island Health","1888721-0021","AO005126-CRT","AO005126-CRT","ERGOTRON","C50-3500-0030","AO005126","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1822913-0017","AO005127-CRT","AO005127-CRT","ERGOTRON","C50-3500-0","AO005127","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1822707-0020","AO005128-CRT","AO005128-CRT","ERGOTRON","C50-3500-0","AO005128","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1826116-0098","AO005129-CRT","AO005129-CRT","ERGOTRON","C50-3500-0","AO005272","VIHA-GLEN-Glengarry Hospital-Chandler Unit-1st Floor"
"Island Health","1297846-0015","AO005130-CRT","AO005130-CRT","ERGOTRON","C50-3510-0","AO005130","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1297848-0015","AO005131-CRT","AO005131-CRT","ERGOTRON","C50-3510-0","AO005131","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1887410-0016","AO005142-CRT","AO005142-CRT","ERGOTRON","C50-3510-0","AO005142","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","1887410-0013","AO005143-CRT","AO005143-CRT","ERGOTRON","C50-3510-0","AO005143","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1854604-0040","AO005147-CRT","AO005147-CRT","ERGOTRON","SV43-2570-0","AO005147","VIHA-GRH-Gorge Road Hospital-Main Building-4th Floor"
"Island Health","1882116-0110","AO005148-CRT","AO005148-CRT","ERGOTRON","C50-3510-0","AO005148","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1297847-0042","AO005148TRP-CRT","AO005148TRP-CRT","ERGOTRON","C50-3510-0","AO005148","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1297850-0015","AO005149-CRT","AO005149-CRT","ERGOTRON","C50-3500-0","AO005149","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1887410-0009","AO005153-CRT","AO005153-CRT","ERGOTRON","C50-3510-0","AO005153","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1334108-0060","AO005165-CRT","AO005165-CRT","ERGOTRON","SV41-6300-0","AO005165","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1"
"Island Health","1826116-0091","AO005171-CRT","AO005171-CRT","ERGOTRON","C50-3510-0","AO005171","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1897999-0011","AO005172-CRT","AO005172-CRT","ERGOTRON","C50-3510-0","AO005172","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1896906-0020","AO005173-CRT","AO005173-CRT","ERGOTRON","C50-3510-0","AO005173","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","2011446-0036","AO005197-CRT","AO005197-CRT","ERGOTRON","C50-3500-0","AO005197","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor"
"Island Health","2011446-0035","AO005198-CRT","AO005198-CRT","ERGOTRON","C50-3500-0","AO005198","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor"
"Island Health","1854599-0033","AO005199-CRT","AO005199-CRT","ERGOTRON","SV43-2570-0","AO005199","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1896907-0008","AO005239-CRT","AO005239-CRT","ERGOTRON","SV43-1310-0","AO005239","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1870667-0030","AO005249-CRT","AO005249-CRT","ERGOTRON","C50-3500-0030","AO005249","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","2011570-0051","AO005436-CRT","AO005436-CRT","ERGOTRON","C50-3510-0","AO005436","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1"
"Island Health","1399175-0033","AO005467-CRT","AO005467-CRT","ERGOTRON","SV43-2570-0","AO005467","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor"
"Island Health","1328164-0038","AO005468-CRT","AO005468-CRT","ERGOTRON","SV43-6300-0","AO005468","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor"
"Island Health","2010504-0058","AO005540-CRT","AO005540-CRT","ERGOTRON","C50-3500-0","AO005540","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor"
"Island Health","2014441-0048","AO005547-CRT","AO005547-CRT","ERGOTRON","C50-3500-0","AO005547","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","2013610-0023","AO005548-CRT","AO005548-CRT","ERGOTRON","C50-3510-0","AO005548","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor"
"Island Health","2014397-0002","AO005549-CRT","AO005549-CRT","ERGOTRON","C50-3510-0","AO005549","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2014397-0033","AO005550-CRT","AO005550-CRT","ERGOTRON","C50-3510-0","AO005550","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor"
"Island Health","2014397-0041","AO005551-CRT","AO005551-CRT","ERGOTRON","C50-3510-0","AO005551","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","1979619-0009","AO005552-CRT","AO005552-CRT","ERGOTRON","C50-3510-0","AO005552","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2014397-0024","AO005553-CRT","AO005553-CRT","ERGOTRON","C50-3510-0","AO005553","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2011734-0097","AO005554-CRT","AO005554-CRT","ERGOTRON","C50-3510-0","AO005554","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","1991510-0076","AO005555-CRT","AO005555-CRT","ERGOTRON","C50-3510-0","AO005555","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2011734-0101","AO005556-CRT","AO005556-CRT","ERGOTRON","C50-3510-0","AO005556","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2011734-0095","AO005557-CRT","AO005557-CRT","ERGOTRON","C50-3510-0","AO005557","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","2014397-0031","AO005558-CRT","AO005558-CRT","ERGOTRON","C50-3510-0","AO005558","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2014397-0037","AO005559-CRT","AO005559-CRT","ERGOTRON","C50-3510-0","AO005559","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2013610-0032","AO005560-CRT","AO005560-CRT","ERGOTRON","C50-3510-0","AO005560","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2010504-0071","AO005561-CRT","AO005561-CRT","ERGOTRON","C50-3500-0","AO005561","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","2014397-0035","AO005562-CRT","AO005562-CRT","ERGOTRON","C50-3510-0","AO005562","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
"Island Health","2015092-0034","AO005563-CRT","AO005563-CRT","ERGOTRON","C50-3510-0","AO005563","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","2014397-0028","AO005564-CRT","AO005564-CRT","ERGOTRON","C50-3510-0","AO005564","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2014397-0080","AO005565-CRT","AO005565-CRT","ERGOTRON","C50-3510-0","AO005565","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","2014397-0078","AO005566-CRT","AO005566-CRT","ERGOTRON","C50-3510-0","AO005566","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","1991510-0091","AO005567-CRT","AO005567-CRT","ERGOTRON","C50-3510-0","AO005567","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","2011734-0090","AO005568-CRT","AO005568-CRT","ERGOTRON","C50-3510-0","AO005568","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","2014441-0010","AO005569-CRT","AO005569-CRT","ERGOTRON","C50-3500-0","AO005569","VIHA-RJH-Royal Jubilee Hospital-West Block-1st Floor"
"Island Health","1978917-0072","AO005570-CRT","AO005570-CRT","ERGOTRON","C50-3510-0","AO005570","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","1979619-0007","AO005571-CRT","AO005571-CRT","ERGOTRON","C50-3510-0","AO005571","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor"
"Island Health","2014397-0008","AO005572-CRT","AO005572-CRT","ERGOTRON","C50-3510-0","AO005572","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor"
"Island Health","2013610-0022","AO005573-CRT","AO005573-CRT","ERGOTRON","C50-3510-0","AO005573","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2014397-0038","AO005574-CRT","AO005574-CRT","ERGOTRON","C50-3510-0","AO005574","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","2011734-0107","AO005575-CRT","AO005575-CRT","ERGOTRON","C50-3510-0","AO005575","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1978917-0080","AO005576-CRT","AO005576-CRT","ERGOTRON","C50-3510-0","AO005576","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","2014397-0045","AO005577-CRT","AO005577-CRT","ERGOTRON","C50-3510-0","AO005577","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","2014397-0017","AO005578-CRT","AO005578-CRT","ERGOTRON","C50-3510-0","AO005578","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2011734-0092","AO005579-CRT","AO005579-CRT","ERGOTRON","C50-3510-0","AO005579","VIHA-RJH-Royal Jubilee Hospital-Royal Jubilee Main-1st Floor"
"Island Health","1991510-0106","AO005580-CRT","AO005580-CRT","ERGOTRON","C50-3510-0","AO005580","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","2014397-0005","AO005581-CRT","AO005581-CRT","ERGOTRON","C50-3510-0","AO005581","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2011734-0108","AO005582-CRT","AO005582-CRT","ERGOTRON","C50-3510-0","AO005582","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","2014397-0082","AO005583-CRT","AO005583-CRT","ERGOTRON","C50-3510-0","AO005583","VIHA-RJH-Royal Jubilee Hospital-Adanac Services-1st Floor"
"Island Health","2013610-0025","AO005584-CRT","AO005584-CRT","ERGOTRON","C50-3510-0","AO005584","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","1991052-0011","AO005585-CRT","AO005585-CRT","ERGOTRON","C50-3510-0","AO005585","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","2011734-0093","AO005586-CRT","AO005586-CRT","ERGOTRON","C50-3510-0","AO005586","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","2013610-0027","AO005587-CRT","AO005587-CRT","ERGOTRON","C50-3510-0","AO005587","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2014397-0004","AO005588-CRT","AO005588-CRT","ERGOTRON","C50-3510-0","AO005588","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","TEMPVIHA015","AO005589-CRT","AO005589-CRT","Unknown Manufacturer","Unknown Part Number","AO005589","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1991510-0006","AO005590-CRT","AO005590-CRT","ERGOTRON","C50-3510-0","AO005590","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","2011734-0001","AO005591-CRT","AO005591-CRT","ERGOTRON","C50-3510-0","AO005591","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2013610-0034","AO005592-CRT","AO005592-CRT","ERGOTRON","C50-3510-0","AO005592","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","2014397-0048","AO005593-CRT","AO005593-CRT","ERGOTRON","C50-3510-0","AO005593","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor"
"Island Health","2013610-0028","AO005594-CRT","AO005594-CRT","ERGOTRON","C50-3510-0","AO005594","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","2014397-0077","AO005595-CRT","AO005595-CRT","ERGOTRON","C50-3510-0","AO005595","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","2011734-0100","AO005596-CRT","AO005596-CRT","ERGOTRON","C50-3510-0","AO005596","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","2014397-0079","AO005597-CRT","AO005597-CRT","ERGOTRON","C50-3510-0","AO005597","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","2013610-0045","AO005598-CRT","AO005598-CRT","ERGOTRON","C50-3510-0","AO005598","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2013610-0019","AO005599-CRT","AO005599-CRT","ERGOTRON","C50-3510-0","AO005599","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","2014397-0068","AO005600-CRT","AO005600-CRT","ERGOTRON","C50-3510-0","AO005600","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","2014397-0044","AO005601-CRT","AO005601-CRT","ERGOTRON","C50-3510-0","AO005601","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","2014397-0043","AO005602-CRT","AO005602-CRT","ERGOTRON","C50-3510-0","AO005602","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","2014397-0036","AO005603-CRT","AO005603-CRT","ERGOTRON","C50-3510-0","AO005603","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","2014397-0059","AO005604-CRT","AO005604-CRT","ERGOTRON","C50-3510-0","AO005604","VIHA-RJH-Royal Jubilee Hospital"
