"u_parent_asset","u_parent_asset.parent","u_category","name","asset_tag","serial_number","location","u_room","u_model_name","manufacturer"
"","","Barcode Scanner","C013255","C013255","24180010555263","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013256","C013256","24180010555210","VIHA-CDH-Cowichan District Hospital-Main Building","BASEMENT","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013257","C013257","24180010555618","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1018","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013258","C013258","24244010551908","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1018","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013259","C013259","24227010550129","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","3 hallway","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013260","C013260","20340010553728","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013261","C013261","24227010550039","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","hallway","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013262","C013262","20340010553680","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","OR#2","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013264","C013264","24207010562162","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1068","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013265","C013265","24227010550115","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","hallway","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013266","C013266","24207010562600","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","109","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013267","C013267","24136010550327","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","OR#1","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO400056-CRT","AO400052","Barcode Scanner","AO400056-SCN","C013268","24207010562633","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO400043-CRT","AO400043","Barcode Scanner","AO400043-SCN","C013269","24227010550232","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1134 (ACU Hallway)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013270","C013270","24207010562287","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","hallway","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013271","C013271","24207010562396","VIHA-CDH-Cowichan District Hospital-Main Building","OR4","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO400005-CRT","AO400005","Barcode Scanner","AO400005-SCN","C013272","24207010551264","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","3S (Hallway East)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013273","C013273","24207010562393","VIHA-CDH-Cowichan District Hospital-Main Building","PHARMACY","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013274","C013274","24227010550215","VIHA-CDH-Cowichan District Hospital-Main Building","PHARMACY","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013275","C013275","24136010560068","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1137","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013276","C013276","24136010551806","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","HALL","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013277","C013277","24207010562399","VIHA-CDH-Cowichan District Hospital-Main Building","PHARMACY","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013278","C013278","24227010550088","VIHA-CDH-Cowichan District Hospital-Main Building","PHARMACY","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013279","C013279","24207010562630","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","109","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005066-CRT","AO005066","Barcode Scanner","AO005066-SCN","C013280","24136010551851","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","3S (Hallway East)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013281","C013281","23021010553193","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","ASSESMENT RM #1","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013286","C013286","24200010565022","VIHA-CDH-Cowichan District Hospital-Main Building","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013291","C013291","22005010552081","VIHA-CDH-Cowichan District Hospital-Main Building","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013292","C013292","24200010565076","VIHA-CDH-Cowichan District Hospital-Main Building","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013395","C013395","24250010554646","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013396","C013396","24250010554914","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013397","C013397","24250010554695","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013449","C013449","HC4000BVZWW","VIHA-LCHC-Ladysmith Community Health Centre","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013451","C013451","25008010555948","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B041","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013452","C013452","25008010556046","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B041","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013453","C013453","25008010555929","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B035","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013459","C013459","24354010552612","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013460","C013460","25008010555919","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013461","C013461","24354010552608","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013462","C013462","25008010556442","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013463","C013463","24271010560021","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013469","C013469","24269010551847","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C013470","C013470","24269010551793","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C013471","C013471","24268010563345","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","BR#1","HEALTHCARE SCANNER","MOTOROLA"
"AO400025-CRT","AO400025","Barcode Scanner","AO400025-SCN","C013472","24269010551717","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","2S (Hallway West)","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C013473","C013473","24268010563105","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C013474","C013474","24272010561300","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C013475","C013475","24268010551295","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","BR#2","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C013476","C013476","24272010561287","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C013477","C013477","24270010561674","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C013478","C013478","24269010561712","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C013482","C013482","25091010559589","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013483","C013483","25091010559583","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013484","C013484","25091010559520","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013485","C013485","25058010554563","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013486","C013486","25038010558307","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","18","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013487","C013487","25058010554563","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","17","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013532","C013532","25058010554715","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-1st Floor","133","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013533","C013533","25031010562015","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-1st Floor","136","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013534","C013534","25036010551177","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-2nd Floor","204","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015262","C015262","22090010561080","VIHA-VGH-Victoria General Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015265","C015265","22111010555034","VIHA-VGH-Victoria General Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015266","C015266","22111010555033","VIHA-VGH-Victoria General Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015340","C015340","22111010555052","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015382","C015382","22317010550559","VIHA-ABER-Aberdeen Hospital","ABS003","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015403","C015403","22250010550138","VIHA-ABER-Aberdeen Hospital","ABS003","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015448","C015448","22132010559976","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment","DT109","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015465","C015465","23172010558753","VIHA-VGA-Victoria Glanford Avenue-Main Building-3rd Floor","Room #2","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015466","C015466","23172010558732","VIHA-VGA-Victoria Glanford Avenue-Main Building-3rd Floor","Room #2","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015467","C015467","23172010559162","VIHA-VGA-Victoria Glanford Avenue-Main Building-3rd Floor","Room #2","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015468","C015468","23172010558726","VIHA-VGA-Victoria Glanford Avenue-Main Building-3rd Floor","Room #2","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015469","C015469","23172010558736","VIHA-VGA-Victoria Glanford Avenue-Main Building-3rd Floor","Room #2","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015470","C015470","23172010558741","VIHA-VGA-Victoria Glanford Avenue-Main Building-3rd Floor","Room #2","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015580","C015580","22005010552537","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015581","C015581","22005010558829","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015584","C015584","22005010558653","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015589","C015589","22005010558626","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C015638","C015638","22005010558569","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015687","C015687","22005010558563","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015690","C015690","22005010558556","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015691","C015691","22005010558413","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015711","C015711","22233010551373","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015714","C015714","22241010555151","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015936","C015936","22241010554979","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015937","C015937","22241010559294","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015938","C015938","22241010559318","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015940","C015940","22241010559308","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015954","C015954","22241010555048","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015955","C015955","22241010554911","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015956","C015956","22241010554910","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015957","C015957","22241010555153","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015967","C015967","23284010553904","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015968","C015968","23284010553984","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015969","C015969","23284010554221","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015970","C015970","23284010554066","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015971","C015971","23284010554222","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015972","C015972","23284010553845","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015973","C015973","23284010553943","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015974","C015974","23284010554214","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015975","C015975","23284010553864","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C015976","C015976","23284010553978","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016018","C016018","22241010554977","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016026","C016026","22241010555006","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016027","C016027","22241010558115","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016047","C016047","23213010558620","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016048","C016048","23221010557301","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016049","C016049","23222010554007","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016050","C016050","23222010553027","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016051","C016051","23213010561046","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016052","C016052","23209010557009","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016053","C016053","23208010562481","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016054","C016054","23209010556779","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016055","C016055","23222010552795","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016056","C016056","23214010550064","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016057","C016057","23213010561258","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016058","C016058","23208010562488","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016059","C016059","23214010550084","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016060","C016060","23209010556731","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016061","C016061","23222010554022","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016062","C016062","23222010552797","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016063","C016063","23222010552847","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016064","C016064","23213010561206","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016065","C016065","23213010561268","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016066","C016066","23214010550019","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016067","C016067","23213010561193","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016068","C016068","23222010554031","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016069","C016069","23209010556930","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016070","C016070","23214010550022","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016071","C016071","23209010556847","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016072","C016072","23213010561309","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016073","C016073","23222010552882","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016074","C016074","23222010552793","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016075","C016075","23209010556928","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016076","C016076","23208010562483","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016077","C016077","23222010554006","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016078","C016078","23222010552840","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016079","C016079","23222010552952","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016080","C016080","23213010561162","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016081","C016081","23222010553061","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016082","C016082","23214010550109","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016083","C016083","23214010550067","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016084","C016084","23213010561144","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016085","C016085","23222010553899","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016086","C016086","23213010561311","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016087","C016087","23214010550045","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016088","C016088","23208010562489","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016089","C016089","23222010552885","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016090","C016090","23222010554037","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016091","C016091","23213010561257","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016162","C016162","23021010553275","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C016164","C016164","23021010551143","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","OR#3","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C016182","C016182","23013010555706","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016277","C016277","23072010552222","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016278","C016278","23021010554925","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016279","C016279","23021010551239","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","HALL","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016280","C016280","23021010551280","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016281","C016281","22357010550936","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016282","C016282","22317010550636","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016283","C016283","23021010553264","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016285","C016285","23013010550955","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016286","C016286","23021010553146","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016326","C016326","23013010555752","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016327","C016327","23013010555747","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016328","C016328","23013010550848","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","1055","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016329","C016329","23004010552046","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016330","C016330","23013010555646","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016331","C016331","23072010552205","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016332","C016332","23013010556043","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
